date,state,state_abbr,cases,deaths,pop,case_death,case_pop,death_pop,death_case
2020-06-28,Idaho,ID,5543,91,1753860,60.91208791208791,0.003160457505160047,5.188555528947579e-5,0.016417102651993504
2020-06-29,Idaho,ID,5770,91,1753860,63.40659340659341,0.003289886307915113,5.188555528947579e-5,0.015771230502599654
2020-06-30,Idaho,ID,6124,92,1753860,66.56521739130434,0.0034917268197005463,5.245572622672277e-5,0.015022860875244938
2020-07-01,Idaho,ID,6379,92,1753860,69.33695652173913,0.003637120408698528,5.245572622672277e-5,0.01442232324815802
2020-07-02,Idaho,ID,6688,93,1753860,71.91397849462365,0.0038133032283078467,5.302589716396976e-5,0.013905502392344499
2020-07-03,Idaho,ID,7034,94,1753860,74.82978723404256,0.004010582372595304,5.359606810121674e-5,0.013363662212112595
2020-07-04,Idaho,ID,7431,94,1753860,79.05319148936171,0.0042369402346823576,5.359606810121674e-5,0.012649710671511235
2020-07-05,Idaho,ID,7799,94,1753860,82.96808510638297,0.004446763139589248,5.359606810121674e-5,0.01205282728554943
2020-07-06,Idaho,ID,8222,94,1753860,87.46808510638297,0.004687945446044724,5.359606810121674e-5,0.011432741425443932
2020-07-07,Idaho,ID,8582,94,1753860,91.29787234042553,0.0048932069834536395,5.359606810121674e-5,0.0109531577720811
2020-07-08,Idaho,ID,9004,98,1753860,91.87755102040816,0.0051338191189718675,5.587675185020469e-5,0.010884051532652156
2020-07-09,Idaho,ID,9598,101,1753860,95.02970297029702,0.005472500655696578,5.758726466194565e-5,0.010523025630339656
2020-07-10,Idaho,ID,10073,101,1753860,99.73267326732673,0.005743331850888897,5.758726466194565e-5,0.010026804328402661
2020-07-11,Idaho,ID,10584,102,1753860,103.76470588235294,0.006034689199822107,5.815743559919264e-5,0.00963718820861678
2020-07-12,Idaho,ID,10971,102,1753860,107.55882352941177,0.006255345352536691,5.815743559919264e-5,0.009297238173366147
2020-07-13,Idaho,ID,11531,102,1753860,113.04901960784314,0.006574641077395003,5.815743559919264e-5,0.008845720232416964
2020-01-24,Illinois,IL,1,0,12768320,Inf,7.831883912683892e-8,0,0
2020-01-25,Illinois,IL,1,0,12768320,Inf,7.831883912683892e-8,0,0
2020-01-26,Illinois,IL,1,0,12768320,Inf,7.831883912683892e-8,0,0
2020-01-27,Illinois,IL,1,0,12768320,Inf,7.831883912683892e-8,0,0
2020-01-28,Illinois,IL,1,0,12768320,Inf,7.831883912683892e-8,0,0
2020-01-29,Illinois,IL,1,0,12768320,Inf,7.831883912683892e-8,0,0
2020-01-30,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-01-31,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-01,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-02,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-03,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-04,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-05,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-06,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-07,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-08,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-09,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-10,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-11,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-12,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-13,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-14,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-15,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-16,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-17,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-18,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-19,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-20,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-21,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-22,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-23,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-24,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-25,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-26,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-27,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-28,Illinois,IL,2,0,12768320,Inf,1.5663767825367784e-7,0,0
2020-02-29,Illinois,IL,3,0,12768320,Inf,2.349565173805168e-7,0,0
2020-03-01,Illinois,IL,3,0,12768320,Inf,2.349565173805168e-7,0,0
2020-03-02,Illinois,IL,4,0,12768320,Inf,3.132753565073557e-7,0,0
2020-03-03,Illinois,IL,4,0,12768320,Inf,3.132753565073557e-7,0,0
2020-03-04,Illinois,IL,4,0,12768320,Inf,3.132753565073557e-7,0,0
2020-03-05,Illinois,IL,5,0,12768320,Inf,3.9159419563419464e-7,0,0
2020-03-06,Illinois,IL,6,0,12768320,Inf,4.699130347610336e-7,0,0
2020-03-07,Illinois,IL,6,0,12768320,Inf,4.699130347610336e-7,0,0
2020-03-08,Illinois,IL,7,0,12768320,Inf,5.482318738878725e-7,0,0
2020-03-09,Illinois,IL,11,0,12768320,Inf,8.615072303952282e-7,0,0
2020-03-10,Illinois,IL,19,0,12768320,Inf,1.4880579434099396e-6,0,0
2020-03-11,Illinois,IL,25,0,12768320,Inf,1.9579709781709733e-6,0,0
2020-03-12,Illinois,IL,32,0,12768320,Inf,2.5062028520588455e-6,0,0
2020-03-13,Illinois,IL,46,0,12768320,Inf,3.6026665998345908e-6,0,0
2020-03-14,Illinois,IL,66,0,12768320,Inf,5.169043382371369e-6,0,0
2020-03-15,Illinois,IL,94,0,12768320,Inf,7.3619708779228595e-6,0,0
2020-03-16,Illinois,IL,104,0,12768320,Inf,8.145159269191249e-6,0,0
2020-03-17,Illinois,IL,159,1,12768320,159,1.2452695421167389e-5,7.831883912683892e-8,0.006289308176100629
2020-03-18,Illinois,IL,286,1,12768320,286,2.2399187990275934e-5,7.831883912683892e-8,0.0034965034965034965
2020-03-19,Illinois,IL,420,4,12768320,105,3.289391243327235e-5,3.132753565073557e-7,0.009523809523809525
2020-03-20,Illinois,IL,583,5,12768320,116.6,4.565988321094709e-5,3.9159419563419464e-7,0.008576329331046312
2020-03-21,Illinois,IL,751,6,12768320,125.16666666666667,5.8817448184256034e-5,4.699130347610336e-7,0.007989347536617843
2020-03-22,Illinois,IL,1047,9,12768320,116.33333333333333,8.199982456580035e-5,7.048695521415503e-7,0.008595988538681949
2020-03-23,Illinois,IL,1285,12,12768320,107.08333333333333,1.0063970827798801e-4,9.398260695220672e-7,0.00933852140077821
2020-03-24,Illinois,IL,1535,16,12768320,95.9375,1.2021941805969775e-4,1.2531014260294228e-6,0.010423452768729642
2020-03-25,Illinois,IL,1874,21,12768320,89.23809523809524,1.4676950452369614e-4,1.6446956216636175e-6,0.011205976520811099
2020-03-26,Illinois,IL,2538,26,12768320,97.61538461538461,1.9877321370391718e-4,2.0362898172978122e-6,0.010244286840031522
2020-03-27,Illinois,IL,3029,37,12768320,81.86486486486487,2.372277637151951e-4,2.8977970476930402e-6,0.012215252558600197
2020-03-28,Illinois,IL,3547,50,12768320,70.94,2.777969223828977e-4,3.9159419563419466e-6,0.014096419509444602
2020-03-29,Illinois,IL,4615,71,12768320,65,3.6144144257036165e-4,5.560637578005564e-6,0.015384615384615385
2020-03-30,Illinois,IL,5070,84,12768320,60.357142857142854,3.970765143730734e-4,6.57878248665447e-6,0.016568047337278107
2020-03-31,Illinois,IL,5992,107,12768320,56,4.6928648404801886e-4,8.380115786571765e-6,0.017857142857142856
2020-04-01,Illinois,IL,6978,146,12768320,47.794520547945204,5.46508859427082e-4,1.1434550512518483e-5,0.020922900544568645
2020-04-02,Illinois,IL,7695,165,12768320,46.63636363636363,6.026634670810256e-4,1.2922608455928422e-5,0.021442495126705655
2020-04-03,Illinois,IL,8904,212,12768320,42,6.973509435853738e-4,1.6603593894889854e-5,0.023809523809523808
2020-04-04,Illinois,IL,10357,248,12768320,41.76209677419355,8.111482168366707e-4,1.9423072103456052e-5,0.023945157864246402
2020-04-05,Illinois,IL,11276,283,12768320,39.84452296819788,8.831232299942358e-4,2.2164231472895416e-5,0.025097552323518978
2020-04-06,Illinois,IL,12262,309,12768320,39.68284789644013,9.603456053732989e-4,2.4200521290193227e-5,0.025199804273364868
2020-04-07,Illinois,IL,13549,384,12768320,35.283854166666664,0.0010611419513295406,3.007443422470615e-5,0.02834157502398701
2020-04-08,Illinois,IL,15078,464,12768320,32.49568965517241,0.0011808914563544773,3.633994135485326e-5,0.030773312110359465
2020-04-09,Illinois,IL,16422,534,12768320,30.752808988764045,0.0012861519761409488,4.1822260093731987e-5,0.03251735476799415
2020-04-10,Illinois,IL,17887,607,12768320,29.467874794069193,0.001400889075461768,4.7539535349991226e-5,0.03393526024487058
2020-04-11,Illinois,IL,19180,682,12768320,28.12316715542522,0.0015021553344527706,5.341344828450415e-5,0.03555787278415015
2020-04-12,Illinois,IL,20852,727,12768320,28.68225584594223,0.0016331044334728453,5.69377960452119e-5,0.0348647611739881
2020-04-13,Illinois,IL,22025,800,12768320,27.53125,0.0017249724317686273,6.265507130147115e-5,0.036322360953461974
2020-04-14,Illinois,IL,23247,878,12768320,26.47722095671982,0.0018206780531816245,6.876394075336458e-5,0.037768314191078414
2020-04-15,Illinois,IL,24593,958,12768320,25.671189979123174,0.0019260952106463498,7.50294478835117e-5,0.038954173951937544
2020-04-16,Illinois,IL,25734,1081,12768320,23.805735430157263,0.002015457006090073,8.466266509611288e-5,0.04200668376466931
2020-04-17,Illinois,IL,27575,1142,12768320,24.146234676007005,0.0021596419889225835,8.944011428285005e-5,0.0414143245693563
2020-04-18,Illinois,IL,29160,1272,12768320,22.92452830188679,0.002283777348938623,9.962156336933911e-5,0.043621399176954734
2020-04-19,Illinois,IL,30357,1302,12768320,23.31566820276498,0.0023775249993734492,1.0197112854314429e-4,0.042889613598181636
2020-04-20,Illinois,IL,31508,1359,12768320,23.18469462840324,0.002467669983208441,1.064353023733741e-4,0.04313190300875968
2020-04-21,Illinois,IL,33059,1479,12768320,22.352265043948613,0.002589142502694168,0.00011583356306859477,0.044738195347711666
2020-04-22,Illinois,IL,35108,1577,12768320,22.26252377932784,0.002749617804065061,1.23508809303025e-4,0.04491853708556454
2020-04-23,Illinois,IL,36935,1696,12768320,21.777712264150942,0.0028927063231497956,1.3282875115911883e-4,0.04591850548260458
2020-04-24,Illinois,IL,39658,1804,12768320,21.983370288248338,0.0031059685220921783,1.412871857848174e-4,0.04548893035453124
2020-04-25,Illinois,IL,41777,1884,12768320,22.17462845010616,0.00327192614220195,1.4755269291496454e-4,0.04509658424491945
2020-04-26,Illinois,IL,43903,1943,12768320,22.59547092125579,0.0034384319941856093,1.5217350442344805e-4,0.044256656720497466
2020-04-27,Illinois,IL,45883,1992,12768320,23.03363453815261,0.0035935032956567504,1.5601112754066315e-4,0.04341477235577447
2020-04-28,Illinois,IL,48102,2132,12768320,22.56191369606004,0.003767292799679206,1.6697576501842058e-4,0.044322481393705045
2020-04-29,Illinois,IL,50355,2221,12768320,22.672219720846467,0.003943745144231974,1.7394614170070926e-4,0.04410684142587627
2020-04-30,Illinois,IL,52918,2361,12768320,22.41338415925455,0.004144476328914062,1.849107791784667e-4,0.04461619864696323
2020-05-01,Illinois,IL,56055,2464,12768320,22.749594155844157,0.004390162527254956,1.9297761960853111e-4,0.04395682811524396
2020-05-02,Illinois,IL,58505,2576,12768320,22.711568322981368,0.004582043683115712,2.0174932959073706e-4,0.04403042475002136
2020-05-03,Illinois,IL,61499,2632,12768320,23.365881458966566,0.004816530287461467,2.0613518458184005e-4,0.042797443860875785
2020-05-04,Illinois,IL,63840,2673,12768320,23.88327721661055,0.004999874689857397,2.0934625698604045e-4,0.0418703007518797
2020-05-05,Illinois,IL,65889,2843,12768320,23.17587055926838,0.00516034999122829,2.2266045963760306e-4,0.04314832521361684
2020-05-06,Illinois,IL,68164,2977,12768320,22.89687604971448,0.005338525350241849,2.3315518408059948e-4,0.04367408015961505
2020-05-07,Illinois,IL,70802,3139,12768320,22.555590952532654,0.00554513044785845,2.458428360191474e-4,0.04433490579362165
2020-05-08,Illinois,IL,73688,3262,12768320,22.58982219497241,0.005771158617578507,2.554760532317486e-4,0.04426772337422647
2020-05-09,Illinois,IL,76008,3362,12768320,22.607971445568115,0.005952858324352773,2.633079371444325e-4,0.04423218608567519
2020-05-10,Illinois,IL,77662,3426,12768320,22.66841798015178,0.006082397684268564,2.683203428485502e-4,0.04411423862377997
2020-05-11,Illinois,IL,79123,3480,12768320,22.736494252873563,0.006196821508232877,2.7254956016139944e-4,0.04398215436725099
2020-05-12,Illinois,IL,83168,3617,12768320,22.993641139065524,0.006513621212500939,2.832792411217764e-4,0.04349028472489419
2020-05-13,Illinois,IL,84874,3815,12768320,22.247444298820447,0.006647233152051327,2.987863712688905e-4,0.04494898319862384
2020-05-14,Illinois,IL,88081,3945,12768320,22.32724968314322,0.0068984016691311,3.0896782035537955e-4,0.04478831984196365
2020-05-15,Illinois,IL,90528,4075,12768320,22.215460122699387,0.007090047868474474,3.1914926944186863e-4,0.04501369741958289
2020-05-16,Illinois,IL,92669,4149,12768320,22.335261508797302,0.007257728503045037,3.249448635372547e-4,0.04477225393605197
2020-05-17,Illinois,IL,94360,4198,12768320,22.477370176274416,0.007390165660008521,3.287824866544698e-4,0.044489190334887664
2020-05-18,Illinois,IL,96778,4257,12768320,22.733850129198967,0.007579540613017218,3.3340329816295333e-4,0.0439872698340532
2020-05-19,Illinois,IL,98298,4399,12768320,22.345533075699024,0.007698585248490012,3.4452457331896443e-4,0.04475167348267513
2020-05-20,Illinois,IL,100713,4547,12768320,22.14932922806246,0.007887725244981329,3.561157615097366e-4,0.0451480940891444
2020-05-21,Illinois,IL,102995,4634,12768320,22.22593871385412,0.008066448835868776,3.629295005137716e-4,0.044992475362881694
2020-05-22,Illinois,IL,105710,4740,12768320,22.30168776371308,0.008279084484098143,3.712312974612165e-4,0.044839655661716014
2020-05-23,Illinois,IL,108100,4817,12768320,22.441353539547436,0.008466266509611287,3.772618480739831e-4,0.04456059204440333
2020-05-24,Illinois,IL,110541,4884,12768320,22.633292383292382,0.008657442795919902,3.8250921029548134e-4,0.044182701441094256
2020-05-25,Illinois,IL,112248,4912,12768320,22.851791530944624,0.008791133054309416,3.847021377910328e-4,0.04376024517140618
2020-05-26,Illinois,IL,113486,4960,12768320,22.88024193548387,0.008888091777148442,3.8846144206912105e-4,0.04370583155631532
2020-05-27,Illinois,IL,114612,5118,12768320,22.39390386869871,0.008976278790005263,4.008358186511616e-4,0.04465500994660245
2020-05-28,Illinois,IL,116128,5225,12768320,22.225454545454546,0.009095010150121551,4.092159344377334e-4,0.0449934554973822
2020-05-29,Illinois,IL,117794,5308,12768320,22.19178598342125,0.009225489336106864,4.1571639808526105e-4,0.045061717914325006
2020-05-30,Illinois,IL,119290,5368,12768320,22.222429210134127,0.009342654319440615,4.2041552843287135e-4,0.044999580853382515
2020-05-31,Illinois,IL,120588,5426,12768320,22.224106155547364,0.009444312172627253,4.24958021102228e-4,0.044996185358410455
2020-06-01,Illinois,IL,121666,5458,12768320,22.291315500183217,0.009528739881205985,4.274642239542869e-4,0.04486051978367005
2020-06-02,Illinois,IL,123244,5567,12768320,22.138315070953833,0.009652327009348137,4.360009774191123e-4,0.04517055597027036
2020-06-03,Illinois,IL,124279,5665,12768320,21.93804060017652,0.009733387007844416,4.436762236535425e-4,0.04558292229580219
2020-06-04,Illinois,IL,125149,5772,12768320,21.682085932085933,0.009801524397884764,4.520563394401143e-4,0.046121023739702276
2020-06-05,Illinois,IL,126317,5834,12768320,21.651868357901954,0.009893000801984913,4.569121074659783e-4,0.0461853907233389
2020-06-06,Illinois,IL,127251,5898,12768320,21.57527975584944,0.00996615059772938,4.61924513170096e-4,0.046349341066081996
2020-06-07,Illinois,IL,128070,5939,12768320,21.564236403434922,0.010030293726974261,4.651355855742964e-4,0.046373077223393455
2020-06-08,Illinois,IL,129543,6142,12768320,21.091338326278084,0.010145657377008096,4.810343099170447e-4,0.04741282817288468
2020-06-09,Illinois,IL,130321,6237,12768320,20.894821228154562,0.010206589433848775,4.884745996340944e-4,0.04785874878185403
2020-06-10,Illinois,IL,130889,6302,12768320,20.76943827356395,0.01025107453447282,4.935653241773389e-4,0.04814766710724354
2020-06-11,Illinois,IL,131731,6388,12768320,20.621634314339385,0.010317018997017618,5.003007443422471e-4,0.04849276176450494
2020-06-12,Illinois,IL,132489,6469,12768320,20.480599783583244,0.010376384677075762,5.06644570311521e-4,0.04882669504638121
2020-06-13,Illinois,IL,133117,6491,12768320,20.507934062548145,0.010425568908047418,5.083675847723114e-4,0.048761615721508146
2020-06-14,Illinois,IL,133719,6512,12768320,20.534244471744472,0.010472716849201775,5.100122803939751e-4,0.04869913774407526
2020-06-15,Illinois,IL,134247,6543,12768320,20.51765245300321,0.010514069196260745,5.124401644069071e-4,0.048738519296520594
2020-06-16,Illinois,IL,134866,6608,12768320,20.409503631961257,0.01056254855768026,5.175308889501516e-4,0.04899678199101331
2020-06-17,Illinois,IL,135416,6687,12768320,20.25063556153731,0.01060562391920002,5.237180772411718e-4,0.049381166184202754
2020-06-18,Illinois,IL,136081,6737,12768320,20.1990500222651,0.010657705947219367,5.276340191975138e-4,0.04950727875309559
2020-06-19,Illinois,IL,136917,6801,12768320,20.1318923687693,0.010723180496729405,5.326464249016316e-4,0.04967242928197375
2020-06-20,Illinois,IL,137535,6846,12768320,20.08983347940403,0.010771581539309792,5.361707726623393e-4,0.049776420547497
2020-06-21,Illinois,IL,138154,6865,12768320,20.124399126001457,0.010820060900729305,5.376588306057492e-4,0.049690924620351205
2020-06-22,Illinois,IL,138615,6889,12768320,20.121207722456088,0.010856165885566777,5.395384827447934e-4,0.04969880604552177
2020-06-23,Illinois,IL,139282,6925,12768320,20.112924187725632,0.01090840455126438,5.423579609533596e-4,0.049719274565270456
2020-06-24,Illinois,IL,140025,6986,12768320,20.043658746063556,0.01096659544873562,5.471354101400967e-4,0.04989109087662917
2020-06-25,Illinois,IL,140935,7024,12768320,20.064777904328018,0.011037865592341043,5.501115260269166e-4,0.04983857806790364
2020-06-26,Illinois,IL,141812,7059,12768320,20.089531095055957,0.011106551214255281,5.528526853963559e-4,0.04977716977406708
2020-06-27,Illinois,IL,142536,7083,12768320,20.123676408301566,0.011163254053783113,5.547323375354001e-4,0.04969270921030477
2020-06-28,Illinois,IL,143117,7098,12768320,20.163003663003664,0.011208757299315806,5.559071201223027e-4,0.04959578526660005
2020-06-29,Illinois,IL,143885,7115,12768320,20.22276879831342,0.011268906167765219,5.57238540387459e-4,0.04944921291309032
2020-06-30,Illinois,IL,144661,7136,12768320,20.272001121076233,0.011329681586927647,5.588832360091225e-4,0.0493291211867746
2020-07-01,Illinois,IL,145541,7160,12768320,20.32695530726257,0.011398602165359263,5.607628881481667e-4,0.04919575927058355
2020-07-02,Illinois,IL,146407,7197,12768320,20.34278171460331,0.011466426280043107,5.636606851958598e-4,0.04915748563934784
2020-07-03,Illinois,IL,147293,7222,12768320,20.395042924397675,0.011535816771509486,5.656186561740307e-4,0.04903152220404228
2020-07-04,Illinois,IL,148151,7234,12768320,20.4798175283384,0.011603014335480314,5.665584822435528e-4,0.04882856005021904
2020-07-05,Illinois,IL,148730,7241,12768320,20.539980665653914,0.011648360943334754,5.671067141174407e-4,0.0486855375512674
2020-07-06,Illinois,IL,149428,7250,12768320,20.610758620689655,0.011703027493045286,5.678115836695822e-4,0.04851834997456969
2020-07-07,Illinois,IL,150110,7281,12768320,20.61667353385524,0.011756440941329792,5.702394676825142e-4,0.048504430084604616
2020-07-08,Illinois,IL,151055,7315,12768320,20.650034176349966,0.011830452244304655,5.729023082128267e-4,0.0484260699745126
2020-07-09,Illinois,IL,152188,7333,12768320,20.75385244783854,0.011919187489035362,5.743120473171099e-4,0.048183825268746545
2020-07-10,Illinois,IL,153406,7349,12768320,20.874404680908967,0.012014579835091852,5.755651487431392e-4,0.04790555780086828
2020-07-11,Illinois,IL,154523,7372,12768320,20.96079761258817,0.012102061978396531,5.773664820430566e-4,0.047708108178070585
2020-07-12,Illinois,IL,155355,7391,12768320,21.019483155188745,0.012167223252550062,5.788545399864665e-4,0.04757490907920569
2020-07-13,Illinois,IL,156288,7398,12768320,21.125709651257097,0.012240294729455403,5.794027718603544e-4,0.04733568796068796
2020-03-08,Iowa,IA,3,0,3160553,Inf,9.492009784363686e-7,0,0
2020-03-09,Iowa,IA,8,0,3160553,Inf,2.5312026091636494e-6,0,0
2020-03-10,Iowa,IA,13,0,3160553,Inf,4.11320423989093e-6,0,0
2020-03-11,Iowa,IA,14,0,3160553,Inf,4.429604566036387e-6,0,0
2020-03-12,Iowa,IA,16,0,3160553,Inf,5.062405218327299e-6,0,0
2020-03-13,Iowa,IA,17,0,3160553,Inf,5.378805544472755e-6,0,0
2020-03-14,Iowa,IA,18,0,3160553,Inf,5.695205870618212e-6,0,0
2020-03-15,Iowa,IA,22,0,3160553,Inf,6.960807175200036e-6,0,0
2020-03-16,Iowa,IA,22,0,3160553,Inf,6.960807175200036e-6,0,0
2020-03-17,Iowa,IA,29,0,3160553,Inf,9.17560945821823e-6,0,0
2020-03-18,Iowa,IA,38,0,3160553,Inf,1.2023212393527335e-5,0,0
2020-03-19,Iowa,IA,44,0,3160553,Inf,1.3921614350400072e-5,0,0
2020-03-20,Iowa,IA,45,0,3160553,Inf,1.4238014676545528e-5,0,0
2020-03-21,Iowa,IA,68,0,3160553,Inf,2.151522217789102e-5,0,0
2020-03-22,Iowa,IA,90,0,3160553,Inf,2.8476029353091057e-5,0,0
2020-03-23,Iowa,IA,105,0,3160553,Inf,3.32220342452729e-5,0,0
2020-03-24,Iowa,IA,124,1,3160553,124,3.923364044203657e-5,3.1640032614545617e-7,0.008064516129032258
2020-03-25,Iowa,IA,147,1,3160553,147,4.651084794338206e-5,3.1640032614545617e-7,0.006802721088435374
2020-03-26,Iowa,IA,179,1,3160553,179,5.6635658380036655e-5,3.1640032614545617e-7,0.00558659217877095
2020-03-27,Iowa,IA,236,3,3160553,78.66666666666667,7.467047697032766e-5,9.492009784363686e-7,0.01271186440677966
2020-03-28,Iowa,IA,298,3,3160553,99.33333333333333,9.428729719134594e-5,9.492009784363686e-7,0.010067114093959733
2020-03-29,Iowa,IA,336,4,3160553,84,1.0631050958487328e-4,1.2656013045818247e-6,0.011904761904761904
2020-03-30,Iowa,IA,424,6,3160553,70.66666666666667,1.3415373828567343e-4,1.8984019568727372e-6,0.014150943396226414
2020-03-31,Iowa,IA,498,7,3160553,71.14285714285714,1.5756736242043717e-4,2.2148022830181933e-6,0.014056224899598395
2020-04-01,Iowa,IA,549,9,3160553,61,1.7370377905385546e-4,2.847602935309106e-6,0.01639344262295082
2020-04-02,Iowa,IA,614,11,3160553,55.81818181818182,1.942698002533101e-4,3.480403587600018e-6,0.017915309446254073
2020-04-03,Iowa,IA,699,11,3160553,63.54545454545455,2.2116382797567389e-4,3.480403587600018e-6,0.015736766809728183
2020-04-04,Iowa,IA,786,11,3160553,71.45454545454545,2.4869065635032856e-4,3.480403587600018e-6,0.013994910941475827
2020-04-05,Iowa,IA,868,22,3160553,39.45454545454545,2.7463548309425597e-4,6.960807175200036e-6,0.02534562211981567
2020-04-06,Iowa,IA,946,25,3160553,37.84,2.9931470853360154e-4,7.910008153636405e-6,0.02642706131078224
2020-04-07,Iowa,IA,1048,26,3160553,40.30769230769231,3.315875418004381e-4,8.22640847978186e-6,0.02480916030534351
2020-04-08,Iowa,IA,1145,27,3160553,42.407407407407405,3.622783734365473e-4,8.542808805927317e-6,0.023580786026200874
2020-04-09,Iowa,IA,1270,27,3160553,47.03703703703704,4.0182841420472934e-4,8.542808805927317e-6,0.02125984251968504
2020-04-10,Iowa,IA,1388,31,3160553,44.774193548387096,4.391636526898932e-4,9.808410110509143e-6,0.0223342939481268
2020-04-11,Iowa,IA,1510,34,3160553,44.411764705882355,4.7776449247963887e-4,1.075761108894551e-5,0.022516556291390728
2020-04-12,Iowa,IA,1587,41,3160553,38.707317073170735,5.02127317592839e-4,1.2972413371963704e-5,0.0258349086326402
2020-04-13,Iowa,IA,1710,44,3160553,38.86363636363637,5.410445577087301e-4,1.3921614350400072e-5,0.02573099415204678
2020-04-14,Iowa,IA,1899,44,3160553,43.15909090909091,6.008442193502213e-4,1.3921614350400072e-5,0.02317008952080042
2020-04-15,Iowa,IA,1995,53,3160553,37.64150943396226,6.312186506601851e-4,1.676921728570918e-5,0.026566416040100252
2020-04-16,Iowa,IA,2141,60,3160553,35.68333333333333,6.774130982774217e-4,1.8984019568727372e-5,0.028024287716020554
2020-04-17,Iowa,IA,2332,64,3160553,36.4375,7.378455605712038e-4,2.0249620873309195e-5,0.0274442538593482
2020-04-18,Iowa,IA,2513,74,3160553,33.95945945945946,7.951140196035314e-4,2.341362413476376e-5,0.029446876243533624
2020-04-19,Iowa,IA,2915,75,3160553,38.86666666666667,9.223069507140048e-4,2.3730024460909215e-5,0.025728987993138937
2020-04-20,Iowa,IA,3175,79,3160553,40.18987341772152,0.0010045710355118234,2.499562576549104e-5,0.024881889763779527
2020-04-21,Iowa,IA,3641,83,3160553,43.86746987951807,0.001152013587495606,2.6261227070072863e-5,0.022795935182642134
2020-04-22,Iowa,IA,3764,90,3160553,41.82222222222222,0.0011909308276114971,2.8476029353091057e-5,0.023910733262486716
2020-04-23,Iowa,IA,3939,96,3160553,41.03125,0.0012463008846869518,3.0374431309963796e-5,0.024371667936024372
2020-04-24,Iowa,IA,4459,107,3160553,41.67289719626168,0.0014108290542825892,3.3854834897563815e-5,0.023996411751513794
2020-04-25,Iowa,IA,5109,112,3160553,45.61607142857143,0.0016164892662771356,3.543683652829109e-5,0.02192209825797612
2020-04-26,Iowa,IA,5490,118,3160553,46.52542372881356,0.0017370377905385544,3.733523848516383e-5,0.0214936247723133
2020-04-27,Iowa,IA,5868,127,3160553,46.20472440944882,0.001856637113821537,4.018284142047294e-5,0.021642808452624403
2020-04-28,Iowa,IA,6376,136,3160553,46.88235294117647,0.0020173684795034286,4.303044435578204e-5,0.021329987452948555
2020-04-29,Iowa,IA,6843,148,3160553,46.236486486486484,0.0021651274318133565,4.682724826952752e-5,0.021627940961566564
2020-04-30,Iowa,IA,7145,162,3160553,44.10493827160494,0.0022606803303092844,5.12568528355639e-5,0.022673198040587823
2020-05-01,Iowa,IA,7883,170,3160553,46.370588235294115,0.0024941837710046313,5.378805544472755e-5,0.02156539388557656
2020-05-02,Iowa,IA,8641,175,3160553,49.37714285714286,0.002734015218222887,5.5370057075454836e-5,0.020252285615090845
2020-05-03,Iowa,IA,9169,184,3160553,49.83152173913044,0.0029010745904276877,5.821766001076394e-5,0.020067619151488712
2020-05-04,Iowa,IA,9703,188,3160553,51.611702127659576,0.0030700323645893616,5.9483261315345765e-5,0.019375450891476863
