date,state,state_abbr,cases,deaths,pop
2020-08-09,Idaho,ID,24797,237,1753860
2020-08-10,Idaho,ID,25267,239,1753860
2020-08-11,Idaho,ID,25767,248,1753860
2020-08-12,Idaho,ID,26280,251,1753860
2020-08-13,Idaho,ID,26814,256,1753860
2020-01-24,Illinois,IL,1,0,12768320
2020-01-25,Illinois,IL,1,0,12768320
2020-01-26,Illinois,IL,1,0,12768320
2020-01-27,Illinois,IL,1,0,12768320
2020-01-28,Illinois,IL,1,0,12768320
2020-01-29,Illinois,IL,1,0,12768320
2020-01-30,Illinois,IL,2,0,12768320
2020-01-31,Illinois,IL,2,0,12768320
2020-02-01,Illinois,IL,2,0,12768320
2020-02-02,Illinois,IL,2,0,12768320
2020-02-03,Illinois,IL,2,0,12768320
2020-02-04,Illinois,IL,2,0,12768320
2020-02-05,Illinois,IL,2,0,12768320
2020-02-06,Illinois,IL,2,0,12768320
2020-02-07,Illinois,IL,2,0,12768320
2020-02-08,Illinois,IL,2,0,12768320
2020-02-09,Illinois,IL,2,0,12768320
2020-02-10,Illinois,IL,2,0,12768320
2020-02-11,Illinois,IL,2,0,12768320
2020-02-12,Illinois,IL,2,0,12768320
2020-02-13,Illinois,IL,2,0,12768320
2020-02-14,Illinois,IL,2,0,12768320
2020-02-15,Illinois,IL,2,0,12768320
2020-02-16,Illinois,IL,2,0,12768320
2020-02-17,Illinois,IL,2,0,12768320
2020-02-18,Illinois,IL,2,0,12768320
2020-02-19,Illinois,IL,2,0,12768320
2020-02-20,Illinois,IL,2,0,12768320
2020-02-21,Illinois,IL,2,0,12768320
2020-02-22,Illinois,IL,2,0,12768320
2020-02-23,Illinois,IL,2,0,12768320
2020-02-24,Illinois,IL,2,0,12768320
2020-02-25,Illinois,IL,2,0,12768320
2020-02-26,Illinois,IL,2,0,12768320
2020-02-27,Illinois,IL,2,0,12768320
2020-02-28,Illinois,IL,2,0,12768320
2020-02-29,Illinois,IL,3,0,12768320
2020-03-01,Illinois,IL,3,0,12768320
2020-03-02,Illinois,IL,4,0,12768320
2020-03-03,Illinois,IL,4,0,12768320
2020-03-04,Illinois,IL,4,0,12768320
2020-03-05,Illinois,IL,5,0,12768320
2020-03-06,Illinois,IL,6,0,12768320
2020-03-07,Illinois,IL,6,0,12768320
2020-03-08,Illinois,IL,7,0,12768320
2020-03-09,Illinois,IL,11,0,12768320
2020-03-10,Illinois,IL,19,0,12768320
2020-03-11,Illinois,IL,25,0,12768320
2020-03-12,Illinois,IL,32,0,12768320
2020-03-13,Illinois,IL,46,0,12768320
2020-03-14,Illinois,IL,66,0,12768320
2020-03-15,Illinois,IL,94,0,12768320
2020-03-16,Illinois,IL,104,0,12768320
2020-03-17,Illinois,IL,159,1,12768320
2020-03-18,Illinois,IL,286,1,12768320
2020-03-19,Illinois,IL,420,4,12768320
2020-03-20,Illinois,IL,583,5,12768320
2020-03-21,Illinois,IL,751,6,12768320
2020-03-22,Illinois,IL,1047,9,12768320
2020-03-23,Illinois,IL,1285,12,12768320
2020-03-24,Illinois,IL,1535,16,12768320
2020-03-25,Illinois,IL,1874,21,12768320
2020-03-26,Illinois,IL,2538,26,12768320
2020-03-27,Illinois,IL,3029,37,12768320
2020-03-28,Illinois,IL,3547,50,12768320
2020-03-29,Illinois,IL,4615,71,12768320
2020-03-30,Illinois,IL,5070,84,12768320
2020-03-31,Illinois,IL,5992,107,12768320
2020-04-01,Illinois,IL,6978,146,12768320
2020-04-02,Illinois,IL,7695,165,12768320
2020-04-03,Illinois,IL,8904,212,12768320
2020-04-04,Illinois,IL,10357,248,12768320
2020-04-05,Illinois,IL,11276,283,12768320
2020-04-06,Illinois,IL,12262,309,12768320
2020-04-07,Illinois,IL,13549,384,12768320
2020-04-08,Illinois,IL,15078,464,12768320
2020-04-09,Illinois,IL,16422,534,12768320
2020-04-10,Illinois,IL,17887,607,12768320
2020-04-11,Illinois,IL,19180,682,12768320
2020-04-12,Illinois,IL,20852,727,12768320
2020-04-13,Illinois,IL,22025,800,12768320
2020-04-14,Illinois,IL,23247,878,12768320
2020-04-15,Illinois,IL,24593,958,12768320
2020-04-16,Illinois,IL,25734,1081,12768320
2020-04-17,Illinois,IL,27575,1142,12768320
2020-04-18,Illinois,IL,29160,1272,12768320
2020-04-19,Illinois,IL,30357,1302,12768320
2020-04-20,Illinois,IL,31508,1359,12768320
2020-04-21,Illinois,IL,33059,1479,12768320
2020-04-22,Illinois,IL,35108,1577,12768320
2020-04-23,Illinois,IL,36935,1696,12768320
2020-04-24,Illinois,IL,39658,1804,12768320
2020-04-25,Illinois,IL,41777,1884,12768320
2020-04-26,Illinois,IL,43903,1943,12768320
2020-04-27,Illinois,IL,45883,1992,12768320
2020-04-28,Illinois,IL,48102,2132,12768320
2020-04-29,Illinois,IL,50355,2221,12768320
2020-04-30,Illinois,IL,52918,2361,12768320
2020-05-01,Illinois,IL,56055,2464,12768320
2020-05-02,Illinois,IL,58505,2576,12768320
2020-05-03,Illinois,IL,61499,2632,12768320
2020-05-04,Illinois,IL,63840,2673,12768320
2020-05-05,Illinois,IL,65889,2843,12768320
2020-05-06,Illinois,IL,68164,2977,12768320
2020-05-07,Illinois,IL,70802,3139,12768320
2020-05-08,Illinois,IL,73688,3262,12768320
2020-05-09,Illinois,IL,76008,3362,12768320
2020-05-10,Illinois,IL,77662,3426,12768320
2020-05-11,Illinois,IL,79123,3480,12768320
2020-05-12,Illinois,IL,83168,3617,12768320
2020-05-13,Illinois,IL,84874,3815,12768320
2020-05-14,Illinois,IL,88081,3945,12768320
2020-05-15,Illinois,IL,90528,4075,12768320
2020-05-16,Illinois,IL,92669,4149,12768320
2020-05-17,Illinois,IL,94360,4198,12768320
2020-05-18,Illinois,IL,96778,4257,12768320
2020-05-19,Illinois,IL,98298,4399,12768320
2020-05-20,Illinois,IL,100713,4547,12768320
2020-05-21,Illinois,IL,102995,4634,12768320
2020-05-22,Illinois,IL,105710,4740,12768320
2020-05-23,Illinois,IL,108100,4817,12768320
2020-05-24,Illinois,IL,110541,4884,12768320
2020-05-25,Illinois,IL,112248,4912,12768320
2020-05-26,Illinois,IL,113486,4960,12768320
2020-05-27,Illinois,IL,114612,5118,12768320
2020-05-28,Illinois,IL,116128,5225,12768320
2020-05-29,Illinois,IL,117794,5308,12768320
2020-05-30,Illinois,IL,119290,5368,12768320
2020-05-31,Illinois,IL,120588,5426,12768320
2020-06-01,Illinois,IL,121666,5458,12768320
2020-06-02,Illinois,IL,123244,5567,12768320
2020-06-03,Illinois,IL,124279,5665,12768320
2020-06-04,Illinois,IL,125149,5772,12768320
2020-06-05,Illinois,IL,126317,5834,12768320
2020-06-06,Illinois,IL,127251,5898,12768320
2020-06-07,Illinois,IL,128070,5939,12768320
2020-06-08,Illinois,IL,129543,6142,12768320
2020-06-09,Illinois,IL,130321,6237,12768320
2020-06-10,Illinois,IL,130889,6302,12768320
2020-06-11,Illinois,IL,131731,6388,12768320
2020-06-12,Illinois,IL,132489,6469,12768320
2020-06-13,Illinois,IL,133117,6491,12768320
2020-06-14,Illinois,IL,133719,6512,12768320
2020-06-15,Illinois,IL,134247,6543,12768320
2020-06-16,Illinois,IL,134866,6608,12768320
2020-06-17,Illinois,IL,135416,6687,12768320
2020-06-18,Illinois,IL,136081,6737,12768320
2020-06-19,Illinois,IL,136917,6801,12768320
2020-06-20,Illinois,IL,137535,6846,12768320
2020-06-21,Illinois,IL,138154,6865,12768320
2020-06-22,Illinois,IL,138615,6889,12768320
2020-06-23,Illinois,IL,139282,6925,12768320
2020-06-24,Illinois,IL,140025,6986,12768320
2020-06-25,Illinois,IL,140935,7024,12768320
2020-06-26,Illinois,IL,141812,7059,12768320
2020-06-27,Illinois,IL,142536,7083,12768320
2020-06-28,Illinois,IL,143117,7098,12768320
2020-06-29,Illinois,IL,143885,7115,12768320
2020-06-30,Illinois,IL,144661,7136,12768320
2020-07-01,Illinois,IL,145541,7160,12768320
2020-07-02,Illinois,IL,146407,7197,12768320
2020-07-03,Illinois,IL,147293,7222,12768320
2020-07-04,Illinois,IL,148151,7234,12768320
2020-07-05,Illinois,IL,148730,7241,12768320
2020-07-06,Illinois,IL,149428,7250,12768320
2020-07-07,Illinois,IL,150110,7281,12768320
2020-07-08,Illinois,IL,151055,7315,12768320
2020-07-09,Illinois,IL,152188,7333,12768320
2020-07-10,Illinois,IL,153406,7349,12768320
2020-07-11,Illinois,IL,154530,7372,12768320
2020-07-12,Illinois,IL,155355,7391,12768320
2020-07-13,Illinois,IL,156288,7398,12768320
2020-07-14,Illinois,IL,157055,7425,12768320
2020-07-15,Illinois,IL,158451,7435,12768320
2020-07-16,Illinois,IL,159676,7457,12768320
2020-07-17,Illinois,IL,161042,7468,12768320
2020-07-18,Illinois,IL,162299,7486,12768320
2020-07-19,Illinois,IL,163284,7491,12768320
2020-07-20,Illinois,IL,164552,7500,12768320
2020-07-21,Illinois,IL,165534,7521,12768320
2020-07-22,Illinois,IL,167142,7544,12768320
2020-07-23,Illinois,IL,168766,7563,12768320
2020-07-24,Illinois,IL,170376,7580,12768320
2020-07-25,Illinois,IL,171669,7593,12768320
2020-07-26,Illinois,IL,173079,7595,12768320
2020-07-27,Illinois,IL,174442,7619,12768320
2020-07-28,Illinois,IL,175588,7645,12768320
2020-07-29,Illinois,IL,176967,7661,12768320
2020-07-30,Illinois,IL,178832,7677,12768320
2020-07-31,Illinois,IL,180701,7703,12768320
2020-08-01,Illinois,IL,182232,7707,12768320
2020-08-02,Illinois,IL,183714,7718,12768320
2020-08-03,Illinois,IL,185238,7728,12768320
2020-08-04,Illinois,IL,186598,7747,12768320
2020-08-05,Illinois,IL,188474,7776,12768320
2020-08-06,Illinois,IL,190465,7796,12768320
2020-08-07,Illinois,IL,192482,7833,12768320
2020-08-08,Illinois,IL,194531,7846,12768320
2020-08-09,Illinois,IL,195897,7852,12768320
2020-08-10,Illinois,IL,197326,7854,12768320
2020-08-11,Illinois,IL,198919,7879,12768320
2020-08-12,Illinois,IL,200648,7907,12768320
2020-08-13,Illinois,IL,202577,7934,12768320
2020-03-08,Iowa,IA,3,0,3160553
2020-03-09,Iowa,IA,8,0,3160553
2020-03-10,Iowa,IA,13,0,3160553
2020-03-11,Iowa,IA,14,0,3160553
2020-03-12,Iowa,IA,16,0,3160553
2020-03-13,Iowa,IA,17,0,3160553
2020-03-14,Iowa,IA,18,0,3160553
2020-03-15,Iowa,IA,22,0,3160553
2020-03-16,Iowa,IA,22,0,3160553
2020-03-17,Iowa,IA,29,0,3160553
2020-03-18,Iowa,IA,38,0,3160553
2020-03-19,Iowa,IA,44,0,3160553
2020-03-20,Iowa,IA,45,0,3160553
2020-03-21,Iowa,IA,68,0,3160553
2020-03-22,Iowa,IA,90,0,3160553
2020-03-23,Iowa,IA,105,0,3160553
2020-03-24,Iowa,IA,124,1,3160553
2020-03-25,Iowa,IA,147,1,3160553
2020-03-26,Iowa,IA,179,1,3160553
2020-03-27,Iowa,IA,236,3,3160553
2020-03-28,Iowa,IA,298,3,3160553
2020-03-29,Iowa,IA,336,4,3160553
2020-03-30,Iowa,IA,424,6,3160553
2020-03-31,Iowa,IA,498,7,3160553
2020-04-01,Iowa,IA,549,9,3160553
2020-04-02,Iowa,IA,614,11,3160553
2020-04-03,Iowa,IA,699,11,3160553
2020-04-04,Iowa,IA,786,11,3160553
2020-04-05,Iowa,IA,868,22,3160553
2020-04-06,Iowa,IA,946,25,3160553
2020-04-07,Iowa,IA,1048,26,3160553
2020-04-08,Iowa,IA,1145,27,3160553
2020-04-09,Iowa,IA,1270,27,3160553
2020-04-10,Iowa,IA,1388,31,3160553
2020-04-11,Iowa,IA,1510,34,3160553
2020-04-12,Iowa,IA,1587,41,3160553
2020-04-13,Iowa,IA,1710,44,3160553
2020-04-14,Iowa,IA,1899,44,3160553
2020-04-15,Iowa,IA,1995,53,3160553
2020-04-16,Iowa,IA,2141,60,3160553
2020-04-17,Iowa,IA,2332,64,3160553
2020-04-18,Iowa,IA,2513,74,3160553
2020-04-19,Iowa,IA,2915,75,3160553
2020-04-20,Iowa,IA,3175,79,3160553
2020-04-21,Iowa,IA,3641,83,3160553
2020-04-22,Iowa,IA,3764,90,3160553
2020-04-23,Iowa,IA,3939,96,3160553
2020-04-24,Iowa,IA,4459,107,3160553
2020-04-25,Iowa,IA,5109,112,3160553
2020-04-26,Iowa,IA,5490,118,3160553
2020-04-27,Iowa,IA,5868,127,3160553
2020-04-28,Iowa,IA,6376,136,3160553
2020-04-29,Iowa,IA,6843,148,3160553
2020-04-30,Iowa,IA,7145,162,3160553
2020-05-01,Iowa,IA,7883,170,3160553
2020-05-02,Iowa,IA,8641,175,3160553
2020-05-03,Iowa,IA,9169,184,3160553
2020-05-04,Iowa,IA,9703,188,3160553
2020-05-05,Iowa,IA,10111,207,3160553
2020-05-06,Iowa,IA,10404,219,3160553
2020-05-07,Iowa,IA,11059,231,3160553
2020-05-08,Iowa,IA,11457,243,3160553
2020-05-09,Iowa,IA,11671,252,3160553
2020-05-10,Iowa,IA,11959,265,3160553
2020-05-11,Iowa,IA,12373,271,3160553
2020-05-12,Iowa,IA,12912,289,3160553
2020-05-13,Iowa,IA,13289,306,3160553
2020-05-14,Iowa,IA,13675,318,3160553
2020-05-15,Iowa,IA,14049,336,3160553
2020-05-16,Iowa,IA,14328,346,3160553
2020-05-17,Iowa,IA,14651,351,3160553
2020-05-18,Iowa,IA,14955,355,3160553
2020-05-19,Iowa,IA,15296,367,3160553
2020-05-20,Iowa,IA,15868,400,3160553
2020-05-21,Iowa,IA,16170,414,3160553
2020-05-22,Iowa,IA,16510,441,3160553
2020-05-23,Iowa,IA,16898,446,3160553
2020-05-24,Iowa,IA,17434,456,3160553
2020-05-25,Iowa,IA,17628,460,3160553
2020-05-26,Iowa,IA,17999,480,3160553
2020-05-27,Iowa,IA,18446,496,3160553
2020-05-28,Iowa,IA,18672,510,3160553
2020-05-29,Iowa,IA,19019,525,3160553
2020-05-30,Iowa,IA,19336,531,3160553
2020-05-31,Iowa,IA,19621,537,3160553
2020-06-01,Iowa,IA,19789,558,3160553
2020-06-02,Iowa,IA,20017,564,3160553
2020-06-03,Iowa,IA,20376,574,3160553
2020-06-04,Iowa,IA,20943,590,3160553
2020-06-05,Iowa,IA,21332,597,3160553
2020-06-06,Iowa,IA,21527,602,3160553
2020-06-07,Iowa,IA,21794,606,3160553
2020-06-08,Iowa,IA,22111,623,3160553
2020-06-09,Iowa,IA,22271,629,3160553
2020-06-10,Iowa,IA,22733,638,3160553
2020-06-11,Iowa,IA,23103,641,3160553
2020-06-12,Iowa,IA,23455,650,3160553
2020-06-13,Iowa,IA,23792,651,3160553
2020-06-14,Iowa,IA,23959,652,3160553
2020-06-15,Iowa,IA,24110,661,3160553
2020-06-16,Iowa,IA,24263,670,3160553
2020-06-17,Iowa,IA,24616,677,3160553
2020-06-18,Iowa,IA,24959,680,3160553
2020-06-19,Iowa,IA,25424,681,3160553
2020-06-20,Iowa,IA,25552,685,3160553
2020-06-21,Iowa,IA,26020,686,3160553
2020-06-22,Iowa,IA,26217,687,3160553
2020-06-23,Iowa,IA,26470,690,3160553
2020-06-24,Iowa,IA,26897,694,3160553
2020-06-25,Iowa,IA,27384,702,3160553
2020-06-26,Iowa,IA,27828,704,3160553
2020-06-27,Iowa,IA,28203,704,3160553
2020-06-28,Iowa,IA,28520,706,3160553
2020-06-29,Iowa,IA,28874,712,3160553
2020-06-30,Iowa,IA,29152,717,3160553
2020-07-01,Iowa,IA,29618,717,3160553
2020-07-02,Iowa,IA,30259,719,3160553
2020-07-03,Iowa,IA,30631,721,3160553
2020-07-04,Iowa,IA,31167,721,3160553
2020-07-05,Iowa,IA,31612,721,3160553
2020-07-06,Iowa,IA,31764,725,3160553
2020-07-07,Iowa,IA,32153,732,3160553
2020-07-08,Iowa,IA,32716,739,3160553
2020-07-09,Iowa,IA,33316,742,3160553
2020-07-10,Iowa,IA,34232,748,3160553
2020-07-11,Iowa,IA,34695,748,3160553
2020-07-12,Iowa,IA,35410,752,3160553
2020-07-13,Iowa,IA,35631,755,3160553
2020-07-14,Iowa,IA,35942,759,3160553
2020-07-15,Iowa,IA,36536,777,3160553
2020-07-16,Iowa,IA,37414,781,3160553
2020-07-17,Iowa,IA,37903,785,3160553
2020-07-18,Iowa,IA,38314,790,3160553
2020-07-19,Iowa,IA,38813,793,3160553
2020-07-20,Iowa,IA,39343,798,3160553
2020-07-21,Iowa,IA,39721,808,3160553
2020-07-22,Iowa,IA,40208,814,3160553
2020-07-23,Iowa,IA,40796,820,3160553
2020-07-24,Iowa,IA,41434,826,3160553
2020-07-25,Iowa,IA,41886,826,3160553
2020-07-26,Iowa,IA,42357,829,3160553
2020-07-27,Iowa,IA,42696,836,3160553
2020-07-28,Iowa,IA,42928,839,3160553
2020-07-29,Iowa,IA,43623,854,3160553
2020-07-30,Iowa,IA,44285,865,3160553
2020-07-31,Iowa,IA,44753,872,3160553
2020-08-01,Iowa,IA,45293,874,3160553
2020-08-02,Iowa,IA,45723,878,3160553
2020-08-03,Iowa,IA,45905,884,3160553
2020-08-04,Iowa,IA,46231,888,3160553
2020-08-05,Iowa,IA,46836,900,3160553
2020-08-06,Iowa,IA,47559,912,3160553
2020-08-07,Iowa,IA,47920,915,3160553
2020-08-08,Iowa,IA,48311,926,3160553
2020-08-09,Iowa,IA,48919,931,3160553
2020-08-10,Iowa,IA,49164,935,3160553
2020-08-11,Iowa,IA,49521,946,3160553
2020-08-12,Iowa,IA,49973,953,3160553
2020-08-13,Iowa,IA,50678,964,3160553
2020-03-06,Kentucky,KY,1,0,4472265
2020-03-07,Kentucky,KY,1,0,4472265
2020-03-08,Kentucky,KY,4,0,4472265
2020-03-09,Kentucky,KY,5,0,4472265
2020-03-10,Kentucky,KY,7,0,4472265
2020-03-11,Kentucky,KY,7,0,4472265
2020-03-12,Kentucky,KY,11,0,4472265
2020-03-13,Kentucky,KY,11,0,4472265
2020-03-14,Kentucky,KY,18,0,4472265
2020-03-15,Kentucky,KY,21,0,4472265
2020-03-16,Kentucky,KY,22,1,4472265
2020-03-17,Kentucky,KY,26,1,4472265
2020-03-18,Kentucky,KY,35,1,4472265
2020-03-19,Kentucky,KY,47,2,4472265
2020-03-20,Kentucky,KY,63,2,4472265
2020-03-21,Kentucky,KY,84,3,4472265
2020-03-22,Kentucky,KY,103,3,4472265
2020-03-23,Kentucky,KY,124,3,4472265
2020-03-24,Kentucky,KY,157,3,4472265
2020-03-25,Kentucky,KY,198,5,4472265
2020-03-26,Kentucky,KY,248,5,4472265
2020-03-27,Kentucky,KY,302,8,4472265
2020-03-28,Kentucky,KY,394,9,4472265
2020-03-29,Kentucky,KY,439,9,4472265
2020-03-30,Kentucky,KY,480,11,4472265
2020-03-31,Kentucky,KY,590,18,4472265
2020-04-01,Kentucky,KY,674,20,4472265
2020-04-02,Kentucky,KY,747,34,4472265
2020-04-03,Kentucky,KY,762,34,4472265
2020-04-04,Kentucky,KY,909,40,4472265
2020-04-05,Kentucky,KY,1048,44,4472265
2020-04-06,Kentucky,KY,1057,52,4472265
2020-04-07,Kentucky,KY,1289,66,4472265
2020-04-08,Kentucky,KY,1393,73,4472265
2020-04-09,Kentucky,KY,1525,84,4472265
2020-04-10,Kentucky,KY,1702,90,4472265
2020-04-11,Kentucky,KY,1851,94,4472265
2020-04-12,Kentucky,KY,1963,98,4472265
2020-04-13,Kentucky,KY,2048,106,4472265
2020-04-14,Kentucky,KY,2210,115,4472265
2020-04-15,Kentucky,KY,2295,124,4472265
2020-04-16,Kentucky,KY,2429,131,4472265
2020-04-17,Kentucky,KY,2522,140,4472265
2020-04-18,Kentucky,KY,2707,145,4472265
2020-04-19,Kentucky,KY,2960,149,4472265
2020-04-20,Kentucky,KY,3050,155,4472265
2020-04-21,Kentucky,KY,3193,172,4472265
2020-04-22,Kentucky,KY,3373,185,4472265
2020-04-23,Kentucky,KY,3548,194,4472265
2020-04-24,Kentucky,KY,3779,203,4472265
2020-04-25,Kentucky,KY,3905,208,4472265
2020-04-26,Kentucky,KY,4074,211,4472265
2020-04-27,Kentucky,KY,4146,216,4472265
2020-04-28,Kentucky,KY,4375,231,4472265
2020-04-29,Kentucky,KY,4538,235,4472265
2020-04-30,Kentucky,KY,4708,240,4472265
2020-05-01,Kentucky,KY,4879,248,4472265
2020-05-02,Kentucky,KY,4881,252,4472265
2020-05-03,Kentucky,KY,5223,256,4472265
2020-05-04,Kentucky,KY,5370,267,4472265
2020-05-05,Kentucky,KY,5822,278,4472265
2020-05-06,Kentucky,KY,5946,286,4472265
2020-05-07,Kentucky,KY,6173,302,4472265
2020-05-08,Kentucky,KY,6298,304,4472265
2020-05-09,Kentucky,KY,6469,312,4472265
2020-05-10,Kentucky,KY,6486,312,4472265
2020-05-11,Kentucky,KY,6710,325,4472265
2020-05-12,Kentucky,KY,7003,333,4472265
2020-05-13,Kentucky,KY,7102,334,4472265
2020-05-14,Kentucky,KY,7397,341,4472265
2020-05-15,Kentucky,KY,7578,343,4472265
2020-05-16,Kentucky,KY,7773,346,4472265
2020-05-17,Kentucky,KY,7793,346,4472265
2020-05-18,Kentucky,KY,8041,354,4472265
2020-05-19,Kentucky,KY,8205,369,4472265
2020-05-20,Kentucky,KY,8336,381,4472265
2020-05-21,Kentucky,KY,8475,393,4472265
2020-05-22,Kentucky,KY,8688,398,4472265
2020-05-23,Kentucky,KY,8812,399,4472265
2020-05-24,Kentucky,KY,8842,399,4472265
2020-05-25,Kentucky,KY,8899,403,4472265
2020-05-26,Kentucky,KY,9175,407,4472265
2020-05-27,Kentucky,KY,9313,420,4472265
2020-05-28,Kentucky,KY,9510,424,4472265
2020-05-29,Kentucky,KY,9688,434,4472265
2020-05-30,Kentucky,KY,9887,441,4472265
2020-05-31,Kentucky,KY,9937,441,4472265
2020-06-01,Kentucky,KY,10150,445,4472265
2020-06-02,Kentucky,KY,10287,451,4472265
2020-06-03,Kentucky,KY,10485,458,4472265
2020-06-04,Kentucky,KY,10781,469,4472265
2020-06-05,Kentucky,KY,11051,476,4472265
2020-06-06,Kentucky,KY,11359,480,4472265
2020-06-07,Kentucky,KY,11393,481,4472265
2020-06-08,Kentucky,KY,11701,487,4472265
2020-06-09,Kentucky,KY,11891,494,4472265
2020-06-10,Kentucky,KY,12029,498,4472265
2020-06-11,Kentucky,KY,12128,513,4472265
2020-06-12,Kentucky,KY,12352,525,4472265
2020-06-13,Kentucky,KY,12605,527,4472265
2020-06-14,Kentucky,KY,12652,527,4472265
2020-06-15,Kentucky,KY,12863,524,4472265
2020-06-16,Kentucky,KY,12899,530,4472265
2020-06-17,Kentucky,KY,13190,536,4472265
2020-06-18,Kentucky,KY,13391,540,4472265
2020-06-19,Kentucky,KY,13629,542,4472265
2020-06-20,Kentucky,KY,13800,542,4472265
2020-06-21,Kentucky,KY,13919,544,4472265
2020-06-22,Kentucky,KY,14073,549,4472265
2020-06-23,Kentucky,KY,14323,559,4472265
2020-06-24,Kentucky,KY,14522,561,4472265
2020-06-25,Kentucky,KY,14793,569,4472265
2020-06-26,Kentucky,KY,15033,575,4472265
2020-06-27,Kentucky,KY,15337,575,4472265
2020-06-28,Kentucky,KY,15480,577,4472265
2020-06-29,Kentucky,KY,15657,584,4472265
2020-06-30,Kentucky,KY,15916,588,4472265
2020-07-01,Kentucky,KY,16114,597,4472265
2020-07-02,Kentucky,KY,16370,605,4472265
2020-07-03,Kentucky,KY,16655,608,4472265
2020-07-04,Kentucky,KY,16709,608,4472265
2020-07-05,Kentucky,KY,16712,608,4472265
2020-07-06,Kentucky,KY,17464,621,4472265
2020-07-07,Kentucky,KY,17820,630,4472265
2020-07-08,Kentucky,KY,18204,634,4472265
2020-07-09,Kentucky,KY,18576,640,4472265
2020-07-10,Kentucky,KY,19076,647,4472265
2020-07-11,Kentucky,KY,19530,647,4472265
2020-07-12,Kentucky,KY,19762,649,4472265
2020-07-13,Kentucky,KY,20127,656,4472265
2020-07-14,Kentucky,KY,20702,665,4472265
2020-07-15,Kentucky,KY,21148,668,4472265
2020-07-16,Kentucky,KY,21617,675,4472265
2020-07-17,Kentucky,KY,22162,687,4472265
2020-07-18,Kentucky,KY,22750,688,4472265
2020-07-19,Kentucky,KY,23600,691,4472265
2020-07-20,Kentucky,KY,23978,694,4472265
2020-07-21,Kentucky,KY,24638,695,4472265
2020-07-22,Kentucky,KY,25169,700,4472265
2020-07-23,Kentucky,KY,25828,706,4472265
2020-07-24,Kentucky,KY,26628,715,4472265
2020-07-25,Kentucky,KY,27395,717,4472265
2020-07-26,Kentucky,KY,27682,718,4472265
2020-07-27,Kentucky,KY,28250,726,4472265
2020-07-28,Kentucky,KY,28876,735,4472265
2020-07-29,Kentucky,KY,29479,746,4472265
2020-07-30,Kentucky,KY,30132,748,4472265
2020-07-31,Kentucky,KY,30981,753,4472265
2020-08-01,Kentucky,KY,31612,758,4472265
2020-08-02,Kentucky,KY,31966,759,4472265
2020-08-03,Kentucky,KY,32500,762,4472265
2020-08-04,Kentucky,KY,33209,769,4472265
2020-08-05,Kentucky,KY,33823,771,4472265
2020-08-06,Kentucky,KY,34435,780,4472265
2020-08-07,Kentucky,KY,35147,785,4472265
2020-08-08,Kentucky,KY,35986,790,4472265
2020-08-09,Kentucky,KY,36316,790,4472265
2020-08-10,Kentucky,KY,36739,794,4472265
2020-08-11,Kentucky,KY,37437,803,4472265
2020-08-12,Kentucky,KY,38546,809,4472265
2020-08-13,Kentucky,KY,39306,817,4472265
2020-03-09,Louisiana,LA,1,0,4682509
2020-03-10,Louisiana,LA,6,0,4682509
2020-03-11,Louisiana,LA,13,0,4682509
2020-03-12,Louisiana,LA,14,0,4682509
2020-03-13,Louisiana,LA,36,0,4682509
2020-03-14,Louisiana,LA,77,1,4682509
2020-03-15,Louisiana,LA,103,2,4682509
2020-03-16,Louisiana,LA,137,3,4682509
2020-03-17,Louisiana,LA,196,5,4682509
2020-03-18,Louisiana,LA,280,7,4682509
2020-03-19,Louisiana,LA,392,10,4682509
2020-03-20,Louisiana,LA,537,10,4682509
2020-03-21,Louisiana,LA,763,16,4682509
2020-03-22,Louisiana,LA,837,20,4682509
2020-03-23,Louisiana,LA,1172,34,4682509
2020-03-24,Louisiana,LA,1388,46,4682509
2020-03-25,Louisiana,LA,1795,65,4682509
2020-03-26,Louisiana,LA,2305,83,4682509
2020-03-27,Louisiana,LA,2746,119,4682509
2020-03-28,Louisiana,LA,3315,137,4682509
2020-03-29,Louisiana,LA,3539,153,4682509
2020-03-30,Louisiana,LA,4024,186,4682509
2020-03-31,Louisiana,LA,5237,240,4682509
2020-04-01,Louisiana,LA,6424,275,4682509
2020-04-02,Louisiana,LA,9152,310,4682509
2020-04-03,Louisiana,LA,10299,370,4682509
2020-04-04,Louisiana,LA,12500,412,4682509
2020-04-05,Louisiana,LA,13014,477,4682509
2020-04-06,Louisiana,LA,14867,512,4682509
2020-04-07,Louisiana,LA,16284,582,4682509
2020-04-08,Louisiana,LA,17030,652,4682509
2020-04-09,Louisiana,LA,18283,702,4682509
2020-04-10,Louisiana,LA,19253,755,4682509
2020-04-11,Louisiana,LA,20014,806,4682509
2020-04-12,Louisiana,LA,20595,840,4682509
2020-04-13,Louisiana,LA,21016,884,4682509
2020-04-14,Louisiana,LA,21518,1013,4682509
2020-04-15,Louisiana,LA,21951,1103,4682509
2020-04-16,Louisiana,LA,22532,1156,4682509
2020-04-17,Louisiana,LA,23118,1213,4682509
2020-04-18,Louisiana,LA,23580,1267,4682509
2020-04-19,Louisiana,LA,23928,1296,4682509
2020-04-20,Louisiana,LA,24523,1328,4682509
2020-04-21,Louisiana,LA,24854,1405,4682509
2020-04-22,Louisiana,LA,25317,1532,4682509
