state,country,date,cases
Channel Islands,United Kingdom,5/1/20,538
Channel Islands,United Kingdom,5/2/20,543
Channel Islands,United Kingdom,5/3/20,544
Channel Islands,United Kingdom,5/4/20,544
Channel Islands,United Kingdom,5/5/20,545
Channel Islands,United Kingdom,5/6/20,545
Channel Islands,United Kingdom,5/7/20,545
Channel Islands,United Kingdom,5/8/20,545
Channel Islands,United Kingdom,5/9/20,545
Channel Islands,United Kingdom,5/10/20,545
Channel Islands,United Kingdom,5/11/20,546
Channel Islands,United Kingdom,5/12/20,547
Channel Islands,United Kingdom,5/13/20,548
Channel Islands,United Kingdom,5/14/20,549
Channel Islands,United Kingdom,5/15/20,549
Channel Islands,United Kingdom,5/16/20,554
Channel Islands,United Kingdom,5/17/20,554
Channel Islands,United Kingdom,5/18/20,555
Channel Islands,United Kingdom,5/19/20,555
Channel Islands,United Kingdom,5/20/20,558
Channel Islands,United Kingdom,5/21/20,558
Channel Islands,United Kingdom,5/22/20,558
Channel Islands,United Kingdom,5/23/20,558
Channel Islands,United Kingdom,5/24/20,558
Channel Islands,United Kingdom,5/25/20,559
Channel Islands,United Kingdom,5/26/20,559
Channel Islands,United Kingdom,5/27/20,560
Channel Islands,United Kingdom,5/28/20,560
Channel Islands,United Kingdom,5/29/20,560
Channel Islands,United Kingdom,5/30/20,560
Channel Islands,United Kingdom,5/31/20,560
Channel Islands,United Kingdom,6/1/20,560
Channel Islands,United Kingdom,6/2/20,560
Channel Islands,United Kingdom,6/3/20,561
Channel Islands,United Kingdom,6/4/20,561
Channel Islands,United Kingdom,6/5/20,561
Channel Islands,United Kingdom,6/6/20,563
Channel Islands,United Kingdom,6/7/20,563
Channel Islands,United Kingdom,6/8/20,564
Channel Islands,United Kingdom,6/9/20,565
Channel Islands,United Kingdom,6/10/20,565
Channel Islands,United Kingdom,6/11/20,565
Channel Islands,United Kingdom,6/12/20,565
Channel Islands,United Kingdom,6/13/20,565
Channel Islands,United Kingdom,6/14/20,565
Channel Islands,United Kingdom,6/15/20,568
Channel Islands,United Kingdom,6/16/20,568
Channel Islands,United Kingdom,6/17/20,570
Channel Islands,United Kingdom,6/18/20,570
Channel Islands,United Kingdom,6/19/20,570
Channel Islands,United Kingdom,6/20/20,570
Channel Islands,United Kingdom,6/21/20,570
Channel Islands,United Kingdom,6/22/20,570
Channel Islands,United Kingdom,6/23/20,570
Channel Islands,United Kingdom,6/24/20,571
Channel Islands,United Kingdom,6/25/20,571
Channel Islands,United Kingdom,6/26/20,571
Channel Islands,United Kingdom,6/27/20,571
Channel Islands,United Kingdom,6/28/20,571
Channel Islands,United Kingdom,6/29/20,571
Channel Islands,United Kingdom,6/30/20,571
Channel Islands,United Kingdom,7/1/20,571
Channel Islands,United Kingdom,7/2/20,571
Channel Islands,United Kingdom,7/3/20,571
Channel Islands,United Kingdom,7/4/20,571
Channel Islands,United Kingdom,7/5/20,571
Channel Islands,United Kingdom,7/6/20,577
Channel Islands,United Kingdom,7/7/20,577
Channel Islands,United Kingdom,7/8/20,577
Channel Islands,United Kingdom,7/9/20,577
Channel Islands,United Kingdom,7/10/20,577
Channel Islands,United Kingdom,7/11/20,577
Channel Islands,United Kingdom,7/12/20,577
Channel Islands,United Kingdom,7/13/20,581
Channel Islands,United Kingdom,7/14/20,581
Channel Islands,United Kingdom,7/15/20,581
Channel Islands,United Kingdom,7/16/20,583
Gibraltar,United Kingdom,1/22/20,0
Gibraltar,United Kingdom,1/23/20,0
Gibraltar,United Kingdom,1/24/20,0
Gibraltar,United Kingdom,1/25/20,0
Gibraltar,United Kingdom,1/26/20,0
Gibraltar,United Kingdom,1/27/20,0
Gibraltar,United Kingdom,1/28/20,0
Gibraltar,United Kingdom,1/29/20,0
Gibraltar,United Kingdom,1/30/20,0
Gibraltar,United Kingdom,1/31/20,0
Gibraltar,United Kingdom,2/1/20,0
Gibraltar,United Kingdom,2/2/20,0
Gibraltar,United Kingdom,2/3/20,0
Gibraltar,United Kingdom,2/4/20,0
Gibraltar,United Kingdom,2/5/20,0
Gibraltar,United Kingdom,2/6/20,0
Gibraltar,United Kingdom,2/7/20,0
Gibraltar,United Kingdom,2/8/20,0
Gibraltar,United Kingdom,2/9/20,0
Gibraltar,United Kingdom,2/10/20,0
Gibraltar,United Kingdom,2/11/20,0
Gibraltar,United Kingdom,2/12/20,0
Gibraltar,United Kingdom,2/13/20,0
Gibraltar,United Kingdom,2/14/20,0
Gibraltar,United Kingdom,2/15/20,0
Gibraltar,United Kingdom,2/16/20,0
Gibraltar,United Kingdom,2/17/20,0
Gibraltar,United Kingdom,2/18/20,0
Gibraltar,United Kingdom,2/19/20,0
Gibraltar,United Kingdom,2/20/20,0
Gibraltar,United Kingdom,2/21/20,0
Gibraltar,United Kingdom,2/22/20,0
Gibraltar,United Kingdom,2/23/20,0
Gibraltar,United Kingdom,2/24/20,0
Gibraltar,United Kingdom,2/25/20,0
Gibraltar,United Kingdom,2/26/20,0
Gibraltar,United Kingdom,2/27/20,0
Gibraltar,United Kingdom,2/28/20,0
Gibraltar,United Kingdom,2/29/20,0
Gibraltar,United Kingdom,3/1/20,0
Gibraltar,United Kingdom,3/2/20,0
Gibraltar,United Kingdom,3/3/20,0
Gibraltar,United Kingdom,3/4/20,1
Gibraltar,United Kingdom,3/5/20,1
Gibraltar,United Kingdom,3/6/20,1
Gibraltar,United Kingdom,3/7/20,1
Gibraltar,United Kingdom,3/8/20,1
Gibraltar,United Kingdom,3/9/20,1
Gibraltar,United Kingdom,3/10/20,1
Gibraltar,United Kingdom,3/11/20,1
Gibraltar,United Kingdom,3/12/20,1
Gibraltar,United Kingdom,3/13/20,1
Gibraltar,United Kingdom,3/14/20,1
Gibraltar,United Kingdom,3/15/20,1
Gibraltar,United Kingdom,3/16/20,1
Gibraltar,United Kingdom,3/17/20,3
Gibraltar,United Kingdom,3/18/20,8
Gibraltar,United Kingdom,3/19/20,10
Gibraltar,United Kingdom,3/20/20,10
Gibraltar,United Kingdom,3/21/20,10
Gibraltar,United Kingdom,3/22/20,15
Gibraltar,United Kingdom,3/23/20,15
Gibraltar,United Kingdom,3/24/20,15
Gibraltar,United Kingdom,3/25/20,26
Gibraltar,United Kingdom,3/26/20,35
Gibraltar,United Kingdom,3/27/20,55
Gibraltar,United Kingdom,3/28/20,56
Gibraltar,United Kingdom,3/29/20,65
Gibraltar,United Kingdom,3/30/20,69
Gibraltar,United Kingdom,3/31/20,69
Gibraltar,United Kingdom,4/1/20,81
Gibraltar,United Kingdom,4/2/20,88
Gibraltar,United Kingdom,4/3/20,95
Gibraltar,United Kingdom,4/4/20,98
Gibraltar,United Kingdom,4/5/20,103
Gibraltar,United Kingdom,4/6/20,109
Gibraltar,United Kingdom,4/7/20,113
Gibraltar,United Kingdom,4/8/20,120
Gibraltar,United Kingdom,4/9/20,123
Gibraltar,United Kingdom,4/10/20,127
Gibraltar,United Kingdom,4/11/20,129
Gibraltar,United Kingdom,4/12/20,129
Gibraltar,United Kingdom,4/13/20,129
Gibraltar,United Kingdom,4/14/20,129
Gibraltar,United Kingdom,4/15/20,131
Gibraltar,United Kingdom,4/16/20,131
Gibraltar,United Kingdom,4/17/20,132
Gibraltar,United Kingdom,4/18/20,132
Gibraltar,United Kingdom,4/19/20,132
Gibraltar,United Kingdom,4/20/20,132
Gibraltar,United Kingdom,4/21/20,132
Gibraltar,United Kingdom,4/22/20,132
Gibraltar,United Kingdom,4/23/20,133
Gibraltar,United Kingdom,4/24/20,133
Gibraltar,United Kingdom,4/25/20,136
Gibraltar,United Kingdom,4/26/20,141
Gibraltar,United Kingdom,4/27/20,141
Gibraltar,United Kingdom,4/28/20,141
Gibraltar,United Kingdom,4/29/20,141
Gibraltar,United Kingdom,4/30/20,144
Gibraltar,United Kingdom,5/1/20,144
Gibraltar,United Kingdom,5/2/20,144
Gibraltar,United Kingdom,5/3/20,144
Gibraltar,United Kingdom,5/4/20,144
Gibraltar,United Kingdom,5/5/20,144
Gibraltar,United Kingdom,5/6/20,144
Gibraltar,United Kingdom,5/7/20,144
Gibraltar,United Kingdom,5/8/20,146
Gibraltar,United Kingdom,5/9/20,146
Gibraltar,United Kingdom,5/10/20,146
Gibraltar,United Kingdom,5/11/20,147
Gibraltar,United Kingdom,5/12/20,148
Gibraltar,United Kingdom,5/13/20,147
Gibraltar,United Kingdom,5/14/20,147
Gibraltar,United Kingdom,5/15/20,147
Gibraltar,United Kingdom,5/16/20,147
Gibraltar,United Kingdom,5/17/20,147
Gibraltar,United Kingdom,5/18/20,147
Gibraltar,United Kingdom,5/19/20,147
Gibraltar,United Kingdom,5/20/20,149
Gibraltar,United Kingdom,5/21/20,151
Gibraltar,United Kingdom,5/22/20,151
Gibraltar,United Kingdom,5/23/20,152
Gibraltar,United Kingdom,5/24/20,154
Gibraltar,United Kingdom,5/25/20,154
Gibraltar,United Kingdom,5/26/20,154
Gibraltar,United Kingdom,5/27/20,157
Gibraltar,United Kingdom,5/28/20,158
Gibraltar,United Kingdom,5/29/20,161
Gibraltar,United Kingdom,5/30/20,169
Gibraltar,United Kingdom,5/31/20,170
Gibraltar,United Kingdom,6/1/20,170
Gibraltar,United Kingdom,6/2/20,172
Gibraltar,United Kingdom,6/3/20,173
Gibraltar,United Kingdom,6/4/20,173
Gibraltar,United Kingdom,6/5/20,174
Gibraltar,United Kingdom,6/6/20,175
Gibraltar,United Kingdom,6/7/20,176
Gibraltar,United Kingdom,6/8/20,176
Gibraltar,United Kingdom,6/9/20,176
Gibraltar,United Kingdom,6/10/20,176
Gibraltar,United Kingdom,6/11/20,176
Gibraltar,United Kingdom,6/12/20,176
Gibraltar,United Kingdom,6/13/20,176
Gibraltar,United Kingdom,6/14/20,176
Gibraltar,United Kingdom,6/15/20,176
Gibraltar,United Kingdom,6/16/20,176
Gibraltar,United Kingdom,6/17/20,176
Gibraltar,United Kingdom,6/18/20,176
Gibraltar,United Kingdom,6/19/20,176
Gibraltar,United Kingdom,6/20/20,176
Gibraltar,United Kingdom,6/21/20,176
Gibraltar,United Kingdom,6/22/20,176
Gibraltar,United Kingdom,6/23/20,176
Gibraltar,United Kingdom,6/24/20,176
Gibraltar,United Kingdom,6/25/20,176
Gibraltar,United Kingdom,6/26/20,176
Gibraltar,United Kingdom,6/27/20,177
Gibraltar,United Kingdom,6/28/20,177
Gibraltar,United Kingdom,6/29/20,177
Gibraltar,United Kingdom,6/30/20,177
Gibraltar,United Kingdom,7/1/20,178
Gibraltar,United Kingdom,7/2/20,178
Gibraltar,United Kingdom,7/3/20,178
Gibraltar,United Kingdom,7/4/20,178
Gibraltar,United Kingdom,7/5/20,179
Gibraltar,United Kingdom,7/6/20,179
Gibraltar,United Kingdom,7/7/20,179
Gibraltar,United Kingdom,7/8/20,179
Gibraltar,United Kingdom,7/9/20,180
Gibraltar,United Kingdom,7/10/20,180
Gibraltar,United Kingdom,7/11/20,180
Gibraltar,United Kingdom,7/12/20,180
Gibraltar,United Kingdom,7/13/20,180
Gibraltar,United Kingdom,7/14/20,180
Gibraltar,United Kingdom,7/15/20,180
Gibraltar,United Kingdom,7/16/20,180
Isle of Man,United Kingdom,1/22/20,0
Isle of Man,United Kingdom,1/23/20,0
Isle of Man,United Kingdom,1/24/20,0
Isle of Man,United Kingdom,1/25/20,0
Isle of Man,United Kingdom,1/26/20,0
Isle of Man,United Kingdom,1/27/20,0
Isle of Man,United Kingdom,1/28/20,0
Isle of Man,United Kingdom,1/29/20,0
Isle of Man,United Kingdom,1/30/20,0
Isle of Man,United Kingdom,1/31/20,0
Isle of Man,United Kingdom,2/1/20,0
Isle of Man,United Kingdom,2/2/20,0
Isle of Man,United Kingdom,2/3/20,0
Isle of Man,United Kingdom,2/4/20,0
Isle of Man,United Kingdom,2/5/20,0
Isle of Man,United Kingdom,2/6/20,0
Isle of Man,United Kingdom,2/7/20,0
Isle of Man,United Kingdom,2/8/20,0
Isle of Man,United Kingdom,2/9/20,0
Isle of Man,United Kingdom,2/10/20,0
Isle of Man,United Kingdom,2/11/20,0
Isle of Man,United Kingdom,2/12/20,0
Isle of Man,United Kingdom,2/13/20,0
Isle of Man,United Kingdom,2/14/20,0
Isle of Man,United Kingdom,2/15/20,0
Isle of Man,United Kingdom,2/16/20,0
Isle of Man,United Kingdom,2/17/20,0
Isle of Man,United Kingdom,2/18/20,0
Isle of Man,United Kingdom,2/19/20,0
Isle of Man,United Kingdom,2/20/20,0
Isle of Man,United Kingdom,2/21/20,0
Isle of Man,United Kingdom,2/22/20,0
Isle of Man,United Kingdom,2/23/20,0
Isle of Man,United Kingdom,2/24/20,0
Isle of Man,United Kingdom,2/25/20,0
Isle of Man,United Kingdom,2/26/20,0
Isle of Man,United Kingdom,2/27/20,0
Isle of Man,United Kingdom,2/28/20,0
Isle of Man,United Kingdom,2/29/20,0
Isle of Man,United Kingdom,3/1/20,0
Isle of Man,United Kingdom,3/2/20,0
Isle of Man,United Kingdom,3/3/20,0
Isle of Man,United Kingdom,3/4/20,0
Isle of Man,United Kingdom,3/5/20,0
Isle of Man,United Kingdom,3/6/20,0
Isle of Man,United Kingdom,3/7/20,0
Isle of Man,United Kingdom,3/8/20,0
Isle of Man,United Kingdom,3/9/20,0
Isle of Man,United Kingdom,3/10/20,0
Isle of Man,United Kingdom,3/11/20,0
Isle of Man,United Kingdom,3/12/20,0
Isle of Man,United Kingdom,3/13/20,0
Isle of Man,United Kingdom,3/14/20,0
Isle of Man,United Kingdom,3/15/20,0
Isle of Man,United Kingdom,3/16/20,0
Isle of Man,United Kingdom,3/17/20,0
Isle of Man,United Kingdom,3/18/20,0
Isle of Man,United Kingdom,3/19/20,0
Isle of Man,United Kingdom,3/20/20,1
Isle of Man,United Kingdom,3/21/20,1
Isle of Man,United Kingdom,3/22/20,5
Isle of Man,United Kingdom,3/23/20,13
Isle of Man,United Kingdom,3/24/20,23
Isle of Man,United Kingdom,3/25/20,23
Isle of Man,United Kingdom,3/26/20,25
Isle of Man,United Kingdom,3/27/20,29
Isle of Man,United Kingdom,3/28/20,32
Isle of Man,United Kingdom,3/29/20,42
Isle of Man,United Kingdom,3/30/20,49
Isle of Man,United Kingdom,3/31/20,60
Isle of Man,United Kingdom,4/1/20,68
Isle of Man,United Kingdom,4/2/20,95
Isle of Man,United Kingdom,4/3/20,114
Isle of Man,United Kingdom,4/4/20,126
Isle of Man,United Kingdom,4/5/20,127
Isle of Man,United Kingdom,4/6/20,139
Isle of Man,United Kingdom,4/7/20,150
Isle of Man,United Kingdom,4/8/20,158
Isle of Man,United Kingdom,4/9/20,190
Isle of Man,United Kingdom,4/10/20,201
Isle of Man,United Kingdom,4/11/20,226
Isle of Man,United Kingdom,4/12/20,228
Isle of Man,United Kingdom,4/13/20,242
Isle of Man,United Kingdom,4/14/20,254
Isle of Man,United Kingdom,4/15/20,256
Isle of Man,United Kingdom,4/16/20,284
Isle of Man,United Kingdom,4/17/20,291
Isle of Man,United Kingdom,4/18/20,297
Isle of Man,United Kingdom,4/19/20,298
Isle of Man,United Kingdom,4/20/20,300
Isle of Man,United Kingdom,4/21/20,307
Isle of Man,United Kingdom,4/22/20,307
Isle of Man,United Kingdom,4/23/20,307
Isle of Man,United Kingdom,4/24/20,308
Isle of Man,United Kingdom,4/25/20,308
Isle of Man,United Kingdom,4/26/20,308
Isle of Man,United Kingdom,4/27/20,308
Isle of Man,United Kingdom,4/28/20,309
Isle of Man,United Kingdom,4/29/20,313
Isle of Man,United Kingdom,4/30/20,315
Isle of Man,United Kingdom,5/1/20,316
Isle of Man,United Kingdom,5/2/20,320
Isle of Man,United Kingdom,5/3/20,321
Isle of Man,United Kingdom,5/4/20,325
Isle of Man,United Kingdom,5/5/20,326
Isle of Man,United Kingdom,5/6/20,327
Isle of Man,United Kingdom,5/7/20,329
Isle of Man,United Kingdom,5/8/20,329
Isle of Man,United Kingdom,5/9/20,329
Isle of Man,United Kingdom,5/10/20,330
Isle of Man,United Kingdom,5/11/20,330
Isle of Man,United Kingdom,5/12/20,331
Isle of Man,United Kingdom,5/13/20,332
Isle of Man,United Kingdom,5/14/20,332
Isle of Man,United Kingdom,5/15/20,334
Isle of Man,United Kingdom,5/16/20,335
Isle of Man,United Kingdom,5/17/20,335
Isle of Man,United Kingdom,5/18/20,335
Isle of Man,United Kingdom,5/19/20,335
Isle of Man,United Kingdom,5/20/20,336
Isle of Man,United Kingdom,5/21/20,336
Isle of Man,United Kingdom,5/22/20,336
Isle of Man,United Kingdom,5/23/20,336
Isle of Man,United Kingdom,5/24/20,336
Isle of Man,United Kingdom,5/25/20,336
Isle of Man,United Kingdom,5/26/20,336
Isle of Man,United Kingdom,5/27/20,336
Isle of Man,United Kingdom,5/28/20,336
Isle of Man,United Kingdom,5/29/20,336
Isle of Man,United Kingdom,5/30/20,336
Isle of Man,United Kingdom,5/31/20,336
Isle of Man,United Kingdom,6/1/20,336
Isle of Man,United Kingdom,6/2/20,336
Isle of Man,United Kingdom,6/3/20,336
Isle of Man,United Kingdom,6/4/20,336
Isle of Man,United Kingdom,6/5/20,336
Isle of Man,United Kingdom,6/6/20,336
Isle of Man,United Kingdom,6/7/20,336
Isle of Man,United Kingdom,6/8/20,336
Isle of Man,United Kingdom,6/9/20,336
Isle of Man,United Kingdom,6/10/20,336
Isle of Man,United Kingdom,6/11/20,336
Isle of Man,United Kingdom,6/12/20,336
Isle of Man,United Kingdom,6/13/20,336
Isle of Man,United Kingdom,6/14/20,336
Isle of Man,United Kingdom,6/15/20,336
Isle of Man,United Kingdom,6/16/20,336
Isle of Man,United Kingdom,6/17/20,336
Isle of Man,United Kingdom,6/18/20,336
Isle of Man,United Kingdom,6/19/20,336
Isle of Man,United Kingdom,6/20/20,336
Isle of Man,United Kingdom,6/21/20,336
Isle of Man,United Kingdom,6/22/20,336
Isle of Man,United Kingdom,6/23/20,336
Isle of Man,United Kingdom,6/24/20,336
Isle of Man,United Kingdom,6/25/20,336
Isle of Man,United Kingdom,6/26/20,336
Isle of Man,United Kingdom,6/27/20,336
Isle of Man,United Kingdom,6/28/20,336
Isle of Man,United Kingdom,6/29/20,336
Isle of Man,United Kingdom,6/30/20,336
Isle of Man,United Kingdom,7/1/20,336
Isle of Man,United Kingdom,7/2/20,336
Isle of Man,United Kingdom,7/3/20,336
Isle of Man,United Kingdom,7/4/20,336
Isle of Man,United Kingdom,7/5/20,336
Isle of Man,United Kingdom,7/6/20,336
Isle of Man,United Kingdom,7/7/20,336
Isle of Man,United Kingdom,7/8/20,336
Isle of Man,United Kingdom,7/9/20,336
Isle of Man,United Kingdom,7/10/20,336
Isle of Man,United Kingdom,7/11/20,336
Isle of Man,United Kingdom,7/12/20,336
Isle of Man,United Kingdom,7/13/20,336
Isle of Man,United Kingdom,7/14/20,336
Isle of Man,United Kingdom,7/15/20,336
Isle of Man,United Kingdom,7/16/20,336
Montserrat,United Kingdom,1/22/20,0
Montserrat,United Kingdom,1/23/20,0
Montserrat,United Kingdom,1/24/20,0
Montserrat,United Kingdom,1/25/20,0
Montserrat,United Kingdom,1/26/20,0
Montserrat,United Kingdom,1/27/20,0
Montserrat,United Kingdom,1/28/20,0
Montserrat,United Kingdom,1/29/20,0
Montserrat,United Kingdom,1/30/20,0
Montserrat,United Kingdom,1/31/20,0
Montserrat,United Kingdom,2/1/20,0
Montserrat,United Kingdom,2/2/20,0
Montserrat,United Kingdom,2/3/20,0
Montserrat,United Kingdom,2/4/20,0
Montserrat,United Kingdom,2/5/20,0
Montserrat,United Kingdom,2/6/20,0
Montserrat,United Kingdom,2/7/20,0
Montserrat,United Kingdom,2/8/20,0
Montserrat,United Kingdom,2/9/20,0
Montserrat,United Kingdom,2/10/20,0
Montserrat,United Kingdom,2/11/20,0
Montserrat,United Kingdom,2/12/20,0
Montserrat,United Kingdom,2/13/20,0
Montserrat,United Kingdom,2/14/20,0
Montserrat,United Kingdom,2/15/20,0
Montserrat,United Kingdom,2/16/20,0
Montserrat,United Kingdom,2/17/20,0
Montserrat,United Kingdom,2/18/20,0
Montserrat,United Kingdom,2/19/20,0
Montserrat,United Kingdom,2/20/20,0
Montserrat,United Kingdom,2/21/20,0
Montserrat,United Kingdom,2/22/20,0
Montserrat,United Kingdom,2/23/20,0
Montserrat,United Kingdom,2/24/20,0
Montserrat,United Kingdom,2/25/20,0
Montserrat,United Kingdom,2/26/20,0
Montserrat,United Kingdom,2/27/20,0
Montserrat,United Kingdom,2/28/20,0
Montserrat,United Kingdom,2/29/20,0
Montserrat,United Kingdom,3/1/20,0
Montserrat,United Kingdom,3/2/20,0
Montserrat,United Kingdom,3/3/20,0
Montserrat,United Kingdom,3/4/20,0
Montserrat,United Kingdom,3/5/20,0
Montserrat,United Kingdom,3/6/20,0
Montserrat,United Kingdom,3/7/20,0
Montserrat,United Kingdom,3/8/20,0
Montserrat,United Kingdom,3/9/20,0
Montserrat,United Kingdom,3/10/20,0
Montserrat,United Kingdom,3/11/20,0
Montserrat,United Kingdom,3/12/20,0
Montserrat,United Kingdom,3/13/20,0
Montserrat,United Kingdom,3/14/20,0
Montserrat,United Kingdom,3/15/20,0
Montserrat,United Kingdom,3/16/20,0
Montserrat,United Kingdom,3/17/20,0
Montserrat,United Kingdom,3/18/20,1
Montserrat,United Kingdom,3/19/20,1
Montserrat,United Kingdom,3/20/20,1
Montserrat,United Kingdom,3/21/20,1
Montserrat,United Kingdom,3/22/20,1
Montserrat,United Kingdom,3/23/20,1
Montserrat,United Kingdom,3/24/20,1
Montserrat,United Kingdom,3/25/20,1
Montserrat,United Kingdom,3/26/20,5
Montserrat,United Kingdom,3/27/20,5
Montserrat,United Kingdom,3/28/20,5
Montserrat,United Kingdom,3/29/20,5
Montserrat,United Kingdom,3/30/20,5
Montserrat,United Kingdom,3/31/20,5
Montserrat,United Kingdom,4/1/20,5
Montserrat,United Kingdom,4/2/20,5
Montserrat,United Kingdom,4/3/20,6
Montserrat,United Kingdom,4/4/20,6
Montserrat,United Kingdom,4/5/20,6
Montserrat,United Kingdom,4/6/20,6
Montserrat,United Kingdom,4/7/20,9
Montserrat,United Kingdom,4/8/20,9
Montserrat,United Kingdom,4/9/20,9
Montserrat,United Kingdom,4/10/20,9
Montserrat,United Kingdom,4/11/20,9
Montserrat,United Kingdom,4/12/20,9
Montserrat,United Kingdom,4/13/20,11
Montserrat,United Kingdom,4/14/20,11
Montserrat,United Kingdom,4/15/20,11
Montserrat,United Kingdom,4/16/20,11
Montserrat,United Kingdom,4/17/20,11
Montserrat,United Kingdom,4/18/20,11
Montserrat,United Kingdom,4/19/20,11
Montserrat,United Kingdom,4/20/20,11
Montserrat,United Kingdom,4/21/20,11
Montserrat,United Kingdom,4/22/20,11
Montserrat,United Kingdom,4/23/20,11
Montserrat,United Kingdom,4/24/20,11
Montserrat,United Kingdom,4/25/20,11
Montserrat,United Kingdom,4/26/20,11
Montserrat,United Kingdom,4/27/20,11
Montserrat,United Kingdom,4/28/20,11
Montserrat,United Kingdom,4/29/20,11
Montserrat,United Kingdom,4/30/20,11
Montserrat,United Kingdom,5/1/20,11
Montserrat,United Kingdom,5/2/20,11
Montserrat,United Kingdom,5/3/20,11
Montserrat,United Kingdom,5/4/20,11
Montserrat,United Kingdom,5/5/20,11
Montserrat,United Kingdom,5/6/20,11
Montserrat,United Kingdom,5/7/20,11
Montserrat,United Kingdom,5/8/20,11
Montserrat,United Kingdom,5/9/20,11
Montserrat,United Kingdom,5/10/20,11
Montserrat,United Kingdom,5/11/20,11
Montserrat,United Kingdom,5/12/20,11
Montserrat,United Kingdom,5/13/20,11
Montserrat,United Kingdom,5/14/20,11
Montserrat,United Kingdom,5/15/20,11
Montserrat,United Kingdom,5/16/20,11
Montserrat,United Kingdom,5/17/20,11
Montserrat,United Kingdom,5/18/20,11
Montserrat,United Kingdom,5/19/20,11
Montserrat,United Kingdom,5/20/20,11
Montserrat,United Kingdom,5/21/20,11
Montserrat,United Kingdom,5/22/20,11
Montserrat,United Kingdom,5/23/20,11
Montserrat,United Kingdom,5/24/20,11
Montserrat,United Kingdom,5/25/20,11
Montserrat,United Kingdom,5/26/20,11
Montserrat,United Kingdom,5/27/20,11
Montserrat,United Kingdom,5/28/20,11
Montserrat,United Kingdom,5/29/20,11
Montserrat,United Kingdom,5/30/20,11
Montserrat,United Kingdom,5/31/20,11
Montserrat,United Kingdom,6/1/20,11
Montserrat,United Kingdom,6/2/20,11
Montserrat,United Kingdom,6/3/20,11
Montserrat,United Kingdom,6/4/20,11
Montserrat,United Kingdom,6/5/20,11
Montserrat,United Kingdom,6/6/20,11
Montserrat,United Kingdom,6/7/20,11
Montserrat,United Kingdom,6/8/20,11
Montserrat,United Kingdom,6/9/20,11
Montserrat,United Kingdom,6/10/20,11
Montserrat,United Kingdom,6/11/20,11
Montserrat,United Kingdom,6/12/20,11
Montserrat,United Kingdom,6/13/20,11
Montserrat,United Kingdom,6/14/20,11
Montserrat,United Kingdom,6/15/20,11
Montserrat,United Kingdom,6/16/20,11
Montserrat,United Kingdom,6/17/20,11
Montserrat,United Kingdom,6/18/20,11
Montserrat,United Kingdom,6/19/20,11
Montserrat,United Kingdom,6/20/20,11
Montserrat,United Kingdom,6/21/20,11
Montserrat,United Kingdom,6/22/20,11
Montserrat,United Kingdom,6/23/20,11
Montserrat,United Kingdom,6/24/20,11
Montserrat,United Kingdom,6/25/20,11
Montserrat,United Kingdom,6/26/20,11
Montserrat,United Kingdom,6/27/20,11
Montserrat,United Kingdom,6/28/20,11
Montserrat,United Kingdom,6/29/20,11
Montserrat,United Kingdom,6/30/20,11
Montserrat,United Kingdom,7/1/20,11
Montserrat,United Kingdom,7/2/20,11
Montserrat,United Kingdom,7/3/20,11
Montserrat,United Kingdom,7/4/20,11
Montserrat,United Kingdom,7/5/20,11
Montserrat,United Kingdom,7/6/20,11
Montserrat,United Kingdom,7/7/20,11
Montserrat,United Kingdom,7/8/20,11
Montserrat,United Kingdom,7/9/20,11
Montserrat,United Kingdom,7/10/20,11
Montserrat,United Kingdom,7/11/20,12
Montserrat,United Kingdom,7/12/20,12
Montserrat,United Kingdom,7/13/20,12
Montserrat,United Kingdom,7/14/20,12
Montserrat,United Kingdom,7/15/20,12
Montserrat,United Kingdom,7/16/20,12
Diamond Princess,Canada,1/22/20,0
Diamond Princess,Canada,1/23/20,0
Diamond Princess,Canada,1/24/20,0
Diamond Princess,Canada,1/25/20,0
Diamond Princess,Canada,1/26/20,0
Diamond Princess,Canada,1/27/20,0
Diamond Princess,Canada,1/28/20,0
Diamond Princess,Canada,1/29/20,0
Diamond Princess,Canada,1/30/20,0
Diamond Princess,Canada,1/31/20,0
Diamond Princess,Canada,2/1/20,0
Diamond Princess,Canada,2/2/20,0
Diamond Princess,Canada,2/3/20,0
Diamond Princess,Canada,2/4/20,0
Diamond Princess,Canada,2/5/20,0
Diamond Princess,Canada,2/6/20,0
Diamond Princess,Canada,2/7/20,0
Diamond Princess,Canada,2/8/20,0
Diamond Princess,Canada,2/9/20,0
Diamond Princess,Canada,2/10/20,0
Diamond Princess,Canada,2/11/20,0
Diamond Princess,Canada,2/12/20,0
Diamond Princess,Canada,2/13/20,0
Diamond Princess,Canada,2/14/20,0
Diamond Princess,Canada,2/15/20,0
Diamond Princess,Canada,2/16/20,0
Diamond Princess,Canada,2/17/20,0
Diamond Princess,Canada,2/18/20,0
Diamond Princess,Canada,2/19/20,0
Diamond Princess,Canada,2/20/20,0
Diamond Princess,Canada,2/21/20,0
Diamond Princess,Canada,2/22/20,0
Diamond Princess,Canada,2/23/20,0
Diamond Princess,Canada,2/24/20,0
Diamond Princess,Canada,2/25/20,0
Diamond Princess,Canada,2/26/20,0
Diamond Princess,Canada,2/27/20,0
Diamond Princess,Canada,2/28/20,0
Diamond Princess,Canada,2/29/20,0
