state,country,date,cases
Australian Capital Territory,Australia,1/22/20,0
Australian Capital Territory,Australia,1/23/20,0
Australian Capital Territory,Australia,1/24/20,0
Australian Capital Territory,Australia,1/25/20,0
Australian Capital Territory,Australia,1/26/20,0
Australian Capital Territory,Australia,1/27/20,0
Australian Capital Territory,Australia,1/28/20,0
Australian Capital Territory,Australia,1/29/20,0
Australian Capital Territory,Australia,1/30/20,0
Australian Capital Territory,Australia,1/31/20,0
Australian Capital Territory,Australia,2/1/20,0
Australian Capital Territory,Australia,2/2/20,0
Australian Capital Territory,Australia,2/3/20,0
Australian Capital Territory,Australia,2/4/20,0
Australian Capital Territory,Australia,2/5/20,0
Australian Capital Territory,Australia,2/6/20,0
Australian Capital Territory,Australia,2/7/20,0
Australian Capital Territory,Australia,2/8/20,0
Australian Capital Territory,Australia,2/9/20,0
Australian Capital Territory,Australia,2/10/20,0
Australian Capital Territory,Australia,2/11/20,0
Australian Capital Territory,Australia,2/12/20,0
Australian Capital Territory,Australia,2/13/20,0
Australian Capital Territory,Australia,2/14/20,0
Australian Capital Territory,Australia,2/15/20,0
Australian Capital Territory,Australia,2/16/20,0
Australian Capital Territory,Australia,2/17/20,0
Australian Capital Territory,Australia,2/18/20,0
Australian Capital Territory,Australia,2/19/20,0
Australian Capital Territory,Australia,2/20/20,0
Australian Capital Territory,Australia,2/21/20,0
Australian Capital Territory,Australia,2/22/20,0
Australian Capital Territory,Australia,2/23/20,0
Australian Capital Territory,Australia,2/24/20,0
Australian Capital Territory,Australia,2/25/20,0
Australian Capital Territory,Australia,2/26/20,0
Australian Capital Territory,Australia,2/27/20,0
Australian Capital Territory,Australia,2/28/20,0
Australian Capital Territory,Australia,2/29/20,0
Australian Capital Territory,Australia,3/1/20,0
Australian Capital Territory,Australia,3/2/20,0
Australian Capital Territory,Australia,3/3/20,0
Australian Capital Territory,Australia,3/4/20,0
Australian Capital Territory,Australia,3/5/20,0
Australian Capital Territory,Australia,3/6/20,0
Australian Capital Territory,Australia,3/7/20,0
Australian Capital Territory,Australia,3/8/20,0
Australian Capital Territory,Australia,3/9/20,0
Australian Capital Territory,Australia,3/10/20,0
Australian Capital Territory,Australia,3/11/20,0
Australian Capital Territory,Australia,3/12/20,0
Australian Capital Territory,Australia,3/13/20,1
Australian Capital Territory,Australia,3/14/20,1
Australian Capital Territory,Australia,3/15/20,1
Australian Capital Territory,Australia,3/16/20,2
Australian Capital Territory,Australia,3/17/20,2
Australian Capital Territory,Australia,3/18/20,3
Australian Capital Territory,Australia,3/19/20,4
Australian Capital Territory,Australia,3/20/20,6
Australian Capital Territory,Australia,3/21/20,9
Australian Capital Territory,Australia,3/22/20,19
Australian Capital Territory,Australia,3/23/20,32
Australian Capital Territory,Australia,3/24/20,39
Australian Capital Territory,Australia,3/25/20,39
Australian Capital Territory,Australia,3/26/20,53
Australian Capital Territory,Australia,3/27/20,62
Australian Capital Territory,Australia,3/28/20,71
Australian Capital Territory,Australia,3/29/20,77
Australian Capital Territory,Australia,3/30/20,78
Australian Capital Territory,Australia,3/31/20,80
Australian Capital Territory,Australia,4/1/20,84
Australian Capital Territory,Australia,4/2/20,87
Australian Capital Territory,Australia,4/3/20,91
Australian Capital Territory,Australia,4/4/20,93
Australian Capital Territory,Australia,4/5/20,96
Australian Capital Territory,Australia,4/6/20,96
Australian Capital Territory,Australia,4/7/20,96
Australian Capital Territory,Australia,4/8/20,99
Australian Capital Territory,Australia,4/9/20,100
Australian Capital Territory,Australia,4/10/20,103
Australian Capital Territory,Australia,4/11/20,103
Australian Capital Territory,Australia,4/12/20,103
Australian Capital Territory,Australia,4/13/20,102
Australian Capital Territory,Australia,4/14/20,103
Australian Capital Territory,Australia,4/15/20,103
Australian Capital Territory,Australia,4/16/20,103
Australian Capital Territory,Australia,4/17/20,103
Australian Capital Territory,Australia,4/18/20,103
Australian Capital Territory,Australia,4/19/20,103
Australian Capital Territory,Australia,4/20/20,104
Australian Capital Territory,Australia,4/21/20,104
Australian Capital Territory,Australia,4/22/20,104
Australian Capital Territory,Australia,4/23/20,104
Australian Capital Territory,Australia,4/24/20,105
Australian Capital Territory,Australia,4/25/20,106
Australian Capital Territory,Australia,4/26/20,106
Australian Capital Territory,Australia,4/27/20,106
Australian Capital Territory,Australia,4/28/20,106
Australian Capital Territory,Australia,4/29/20,106
Australian Capital Territory,Australia,4/30/20,106
Australian Capital Territory,Australia,5/1/20,106
Australian Capital Territory,Australia,5/2/20,106
Australian Capital Territory,Australia,5/3/20,106
Australian Capital Territory,Australia,5/4/20,107
Australian Capital Territory,Australia,5/5/20,107
Australian Capital Territory,Australia,5/6/20,107
Australian Capital Territory,Australia,5/7/20,107
Australian Capital Territory,Australia,5/8/20,107
Australian Capital Territory,Australia,5/9/20,107
Australian Capital Territory,Australia,5/10/20,107
Australian Capital Territory,Australia,5/11/20,107
Australian Capital Territory,Australia,5/12/20,107
Australian Capital Territory,Australia,5/13/20,107
Australian Capital Territory,Australia,5/14/20,107
Australian Capital Territory,Australia,5/15/20,107
Australian Capital Territory,Australia,5/16/20,107
Australian Capital Territory,Australia,5/17/20,107
Australian Capital Territory,Australia,5/18/20,107
Australian Capital Territory,Australia,5/19/20,107
Australian Capital Territory,Australia,5/20/20,107
Australian Capital Territory,Australia,5/21/20,107
Australian Capital Territory,Australia,5/22/20,107
Australian Capital Territory,Australia,5/23/20,107
Australian Capital Territory,Australia,5/24/20,107
Australian Capital Territory,Australia,5/25/20,107
Australian Capital Territory,Australia,5/26/20,107
Australian Capital Territory,Australia,5/27/20,107
Australian Capital Territory,Australia,5/28/20,107
Australian Capital Territory,Australia,5/29/20,107
Australian Capital Territory,Australia,5/30/20,107
Australian Capital Territory,Australia,5/31/20,107
Australian Capital Territory,Australia,6/1/20,107
Australian Capital Territory,Australia,6/2/20,107
Australian Capital Territory,Australia,6/3/20,107
Australian Capital Territory,Australia,6/4/20,107
Australian Capital Territory,Australia,6/5/20,107
Australian Capital Territory,Australia,6/6/20,108
Australian Capital Territory,Australia,6/7/20,108
Australian Capital Territory,Australia,6/8/20,108
Australian Capital Territory,Australia,6/9/20,108
Australian Capital Territory,Australia,6/10/20,108
Australian Capital Territory,Australia,6/11/20,108
Australian Capital Territory,Australia,6/12/20,108
Australian Capital Territory,Australia,6/13/20,108
Australian Capital Territory,Australia,6/14/20,108
Australian Capital Territory,Australia,6/15/20,108
Australian Capital Territory,Australia,6/16/20,108
Australian Capital Territory,Australia,6/17/20,108
Australian Capital Territory,Australia,6/18/20,108
Australian Capital Territory,Australia,6/19/20,108
Australian Capital Territory,Australia,6/20/20,108
Australian Capital Territory,Australia,6/21/20,108
Australian Capital Territory,Australia,6/22/20,108
Australian Capital Territory,Australia,6/23/20,108
Australian Capital Territory,Australia,6/24/20,108
Australian Capital Territory,Australia,6/25/20,108
Australian Capital Territory,Australia,6/26/20,108
Australian Capital Territory,Australia,6/27/20,108
Australian Capital Territory,Australia,6/28/20,108
Australian Capital Territory,Australia,6/29/20,108
Australian Capital Territory,Australia,6/30/20,108
Australian Capital Territory,Australia,7/1/20,108
Australian Capital Territory,Australia,7/2/20,108
Australian Capital Territory,Australia,7/3/20,108
Australian Capital Territory,Australia,7/4/20,108
Australian Capital Territory,Australia,7/5/20,108
Australian Capital Territory,Australia,7/6/20,108
Australian Capital Territory,Australia,7/7/20,111
Australian Capital Territory,Australia,7/8/20,112
Australian Capital Territory,Australia,7/9/20,113
Australian Capital Territory,Australia,7/10/20,113
Australian Capital Territory,Australia,7/11/20,113
Australian Capital Territory,Australia,7/12/20,113
Australian Capital Territory,Australia,7/13/20,113
Australian Capital Territory,Australia,7/14/20,113
Australian Capital Territory,Australia,7/15/20,113
Australian Capital Territory,Australia,7/16/20,113
New South Wales,Australia,1/22/20,0
New South Wales,Australia,1/23/20,0
New South Wales,Australia,1/24/20,0
New South Wales,Australia,1/25/20,0
New South Wales,Australia,1/26/20,3
New South Wales,Australia,1/27/20,4
New South Wales,Australia,1/28/20,4
New South Wales,Australia,1/29/20,4
New South Wales,Australia,1/30/20,4
New South Wales,Australia,1/31/20,4
New South Wales,Australia,2/1/20,4
New South Wales,Australia,2/2/20,4
New South Wales,Australia,2/3/20,4
New South Wales,Australia,2/4/20,4
New South Wales,Australia,2/5/20,4
New South Wales,Australia,2/6/20,4
New South Wales,Australia,2/7/20,4
New South Wales,Australia,2/8/20,4
New South Wales,Australia,2/9/20,4
New South Wales,Australia,2/10/20,4
New South Wales,Australia,2/11/20,4
New South Wales,Australia,2/12/20,4
New South Wales,Australia,2/13/20,4
New South Wales,Australia,2/14/20,4
New South Wales,Australia,2/15/20,4
New South Wales,Australia,2/16/20,4
New South Wales,Australia,2/17/20,4
New South Wales,Australia,2/18/20,4
New South Wales,Australia,2/19/20,4
New South Wales,Australia,2/20/20,4
New South Wales,Australia,2/21/20,4
New South Wales,Australia,2/22/20,4
New South Wales,Australia,2/23/20,4
New South Wales,Australia,2/24/20,4
New South Wales,Australia,2/25/20,4
New South Wales,Australia,2/26/20,4
New South Wales,Australia,2/27/20,4
New South Wales,Australia,2/28/20,4
New South Wales,Australia,2/29/20,4
New South Wales,Australia,3/1/20,6
New South Wales,Australia,3/2/20,6
New South Wales,Australia,3/3/20,13
New South Wales,Australia,3/4/20,22
New South Wales,Australia,3/5/20,22
New South Wales,Australia,3/6/20,26
New South Wales,Australia,3/7/20,28
New South Wales,Australia,3/8/20,38
New South Wales,Australia,3/9/20,48
New South Wales,Australia,3/10/20,55
New South Wales,Australia,3/11/20,65
New South Wales,Australia,3/12/20,65
New South Wales,Australia,3/13/20,92
New South Wales,Australia,3/14/20,112
New South Wales,Australia,3/15/20,134
New South Wales,Australia,3/16/20,171
New South Wales,Australia,3/17/20,210
New South Wales,Australia,3/18/20,267
New South Wales,Australia,3/19/20,307
New South Wales,Australia,3/20/20,353
New South Wales,Australia,3/21/20,436
New South Wales,Australia,3/22/20,669
New South Wales,Australia,3/23/20,669
New South Wales,Australia,3/24/20,818
New South Wales,Australia,3/25/20,1029
New South Wales,Australia,3/26/20,1219
New South Wales,Australia,3/27/20,1405
New South Wales,Australia,3/28/20,1617
New South Wales,Australia,3/29/20,1791
New South Wales,Australia,3/30/20,2032
New South Wales,Australia,3/31/20,2032
New South Wales,Australia,4/1/20,2182
New South Wales,Australia,4/2/20,2298
New South Wales,Australia,4/3/20,2389
New South Wales,Australia,4/4/20,2493
New South Wales,Australia,4/5/20,2580
New South Wales,Australia,4/6/20,2637
New South Wales,Australia,4/7/20,2686
New South Wales,Australia,4/8/20,2734
New South Wales,Australia,4/9/20,2773
New South Wales,Australia,4/10/20,2822
New South Wales,Australia,4/11/20,2857
New South Wales,Australia,4/12/20,2857
New South Wales,Australia,4/13/20,2863
New South Wales,Australia,4/14/20,2870
New South Wales,Australia,4/15/20,2886
New South Wales,Australia,4/16/20,2897
New South Wales,Australia,4/17/20,2926
New South Wales,Australia,4/18/20,2936
New South Wales,Australia,4/19/20,2957
New South Wales,Australia,4/20/20,2963
New South Wales,Australia,4/21/20,2969
New South Wales,Australia,4/22/20,2971
New South Wales,Australia,4/23/20,2976
New South Wales,Australia,4/24/20,2982
New South Wales,Australia,4/25/20,2994
New South Wales,Australia,4/26/20,3002
New South Wales,Australia,4/27/20,3004
New South Wales,Australia,4/28/20,3016
New South Wales,Australia,4/29/20,3016
New South Wales,Australia,4/30/20,3025
New South Wales,Australia,5/1/20,3030
New South Wales,Australia,5/2/20,3035
New South Wales,Australia,5/3/20,3033
New South Wales,Australia,5/4/20,3035
New South Wales,Australia,5/5/20,3042
New South Wales,Australia,5/6/20,3044
New South Wales,Australia,5/7/20,3047
New South Wales,Australia,5/8/20,3051
New South Wales,Australia,5/9/20,3053
New South Wales,Australia,5/10/20,3053
New South Wales,Australia,5/11/20,3053
New South Wales,Australia,5/12/20,3059
New South Wales,Australia,5/13/20,3063
New South Wales,Australia,5/14/20,3071
New South Wales,Australia,5/15/20,3074
New South Wales,Australia,5/16/20,3075
New South Wales,Australia,5/17/20,3076
New South Wales,Australia,5/18/20,3078
New South Wales,Australia,5/19/20,3081
New South Wales,Australia,5/20/20,3082
New South Wales,Australia,5/21/20,3084
New South Wales,Australia,5/22/20,3086
New South Wales,Australia,5/23/20,3087
New South Wales,Australia,5/24/20,3090
New South Wales,Australia,5/25/20,3092
New South Wales,Australia,5/26/20,3089
New South Wales,Australia,5/27/20,3090
New South Wales,Australia,5/28/20,3092
New South Wales,Australia,5/29/20,3092
New South Wales,Australia,5/30/20,3095
New South Wales,Australia,5/31/20,3098
New South Wales,Australia,6/1/20,3104
New South Wales,Australia,6/2/20,3104
New South Wales,Australia,6/3/20,3106
New South Wales,Australia,6/4/20,3110
New South Wales,Australia,6/5/20,3110
New South Wales,Australia,6/6/20,3109
New South Wales,Australia,6/7/20,3112
New South Wales,Australia,6/8/20,3114
New South Wales,Australia,6/9/20,3117
New South Wales,Australia,6/10/20,3117
New South Wales,Australia,6/11/20,3115
New South Wales,Australia,6/12/20,3119
New South Wales,Australia,6/13/20,3128
New South Wales,Australia,6/14/20,3131
New South Wales,Australia,6/15/20,3134
New South Wales,Australia,6/16/20,3135
New South Wales,Australia,6/17/20,3137
New South Wales,Australia,6/18/20,3143
New South Wales,Australia,6/19/20,3144
New South Wales,Australia,6/20/20,3149
New South Wales,Australia,6/21/20,3151
New South Wales,Australia,6/22/20,3150
New South Wales,Australia,6/23/20,3159
New South Wales,Australia,6/24/20,3162
New South Wales,Australia,6/25/20,3168
New South Wales,Australia,6/26/20,3174
New South Wales,Australia,6/27/20,3177
New South Wales,Australia,6/28/20,3184
New South Wales,Australia,6/29/20,3189
New South Wales,Australia,6/30/20,3203
New South Wales,Australia,7/1/20,3211
New South Wales,Australia,7/2/20,3211
New South Wales,Australia,7/3/20,3405
New South Wales,Australia,7/4/20,3419
New South Wales,Australia,7/5/20,3429
New South Wales,Australia,7/6/20,3433
New South Wales,Australia,7/7/20,3440
New South Wales,Australia,7/8/20,3453
New South Wales,Australia,7/9/20,3467
New South Wales,Australia,7/10/20,3474
New South Wales,Australia,7/11/20,3478
New South Wales,Australia,7/12/20,3492
New South Wales,Australia,7/13/20,3505
New South Wales,Australia,7/14/20,3517
New South Wales,Australia,7/15/20,3527
New South Wales,Australia,7/16/20,3535
Northern Territory,Australia,1/22/20,0
Northern Territory,Australia,1/23/20,0
Northern Territory,Australia,1/24/20,0
Northern Territory,Australia,1/25/20,0
Northern Territory,Australia,1/26/20,0
Northern Territory,Australia,1/27/20,0
Northern Territory,Australia,1/28/20,0
Northern Territory,Australia,1/29/20,0
Northern Territory,Australia,1/30/20,0
Northern Territory,Australia,1/31/20,0
Northern Territory,Australia,2/1/20,0
Northern Territory,Australia,2/2/20,0
Northern Territory,Australia,2/3/20,0
Northern Territory,Australia,2/4/20,0
Northern Territory,Australia,2/5/20,0
Northern Territory,Australia,2/6/20,0
Northern Territory,Australia,2/7/20,0
Northern Territory,Australia,2/8/20,0
Northern Territory,Australia,2/9/20,0
Northern Territory,Australia,2/10/20,0
Northern Territory,Australia,2/11/20,0
Northern Territory,Australia,2/12/20,0
Northern Territory,Australia,2/13/20,0
Northern Territory,Australia,2/14/20,0
Northern Territory,Australia,2/15/20,0
Northern Territory,Australia,2/16/20,0
Northern Territory,Australia,2/17/20,0
Northern Territory,Australia,2/18/20,0
Northern Territory,Australia,2/19/20,0
Northern Territory,Australia,2/20/20,0
Northern Territory,Australia,2/21/20,0
Northern Territory,Australia,2/22/20,0
Northern Territory,Australia,2/23/20,0
Northern Territory,Australia,2/24/20,0
Northern Territory,Australia,2/25/20,0
Northern Territory,Australia,2/26/20,0
Northern Territory,Australia,2/27/20,0
Northern Territory,Australia,2/28/20,0
Northern Territory,Australia,2/29/20,0
Northern Territory,Australia,3/1/20,0
Northern Territory,Australia,3/2/20,0
Northern Territory,Australia,3/3/20,0
Northern Territory,Australia,3/4/20,1
Northern Territory,Australia,3/5/20,1
Northern Territory,Australia,3/6/20,0
Northern Territory,Australia,3/7/20,0
Northern Territory,Australia,3/8/20,0
Northern Territory,Australia,3/9/20,0
Northern Territory,Australia,3/10/20,1
Northern Territory,Australia,3/11/20,1
Northern Territory,Australia,3/12/20,1
Northern Territory,Australia,3/13/20,1
Northern Territory,Australia,3/14/20,1
Northern Territory,Australia,3/15/20,1
Northern Territory,Australia,3/16/20,1
Northern Territory,Australia,3/17/20,1
Northern Territory,Australia,3/18/20,1
Northern Territory,Australia,3/19/20,1
Northern Territory,Australia,3/20/20,3
Northern Territory,Australia,3/21/20,3
Northern Territory,Australia,3/22/20,5
Northern Territory,Australia,3/23/20,5
Northern Territory,Australia,3/24/20,6
Northern Territory,Australia,3/25/20,6
Northern Territory,Australia,3/26/20,12
Northern Territory,Australia,3/27/20,12
Northern Territory,Australia,3/28/20,15
Northern Territory,Australia,3/29/20,15
Northern Territory,Australia,3/30/20,15
Northern Territory,Australia,3/31/20,17
Northern Territory,Australia,4/1/20,19
Northern Territory,Australia,4/2/20,21
Northern Territory,Australia,4/3/20,22
Northern Territory,Australia,4/4/20,26
Northern Territory,Australia,4/5/20,27
Northern Territory,Australia,4/6/20,28
Northern Territory,Australia,4/7/20,28
Northern Territory,Australia,4/8/20,28
Northern Territory,Australia,4/9/20,28
Northern Territory,Australia,4/10/20,28
Northern Territory,Australia,4/11/20,28
Northern Territory,Australia,4/12/20,28
Northern Territory,Australia,4/13/20,28
Northern Territory,Australia,4/14/20,28
Northern Territory,Australia,4/15/20,28
Northern Territory,Australia,4/16/20,28
Northern Territory,Australia,4/17/20,28
Northern Territory,Australia,4/18/20,28
Northern Territory,Australia,4/19/20,28
Northern Territory,Australia,4/20/20,28
Northern Territory,Australia,4/21/20,28
Northern Territory,Australia,4/22/20,28
Northern Territory,Australia,4/23/20,28
Northern Territory,Australia,4/24/20,28
Northern Territory,Australia,4/25/20,28
Northern Territory,Australia,4/26/20,28
Northern Territory,Australia,4/27/20,28
Northern Territory,Australia,4/28/20,28
Northern Territory,Australia,4/29/20,28
Northern Territory,Australia,4/30/20,28
Northern Territory,Australia,5/1/20,27
Northern Territory,Australia,5/2/20,29
Northern Territory,Australia,5/3/20,29
Northern Territory,Australia,5/4/20,29
Northern Territory,Australia,5/5/20,29
Northern Territory,Australia,5/6/20,29
Northern Territory,Australia,5/7/20,29
Northern Territory,Australia,5/8/20,29
Northern Territory,Australia,5/9/20,29
Northern Territory,Australia,5/10/20,29
Northern Territory,Australia,5/11/20,29
Northern Territory,Australia,5/12/20,29
Northern Territory,Australia,5/13/20,29
Northern Territory,Australia,5/14/20,29
Northern Territory,Australia,5/15/20,29
Northern Territory,Australia,5/16/20,29
Northern Territory,Australia,5/17/20,29
Northern Territory,Australia,5/18/20,29
Northern Territory,Australia,5/19/20,29
Northern Territory,Australia,5/20/20,29
Northern Territory,Australia,5/21/20,29
Northern Territory,Australia,5/22/20,29
Northern Territory,Australia,5/23/20,29
Northern Territory,Australia,5/24/20,29
Northern Territory,Australia,5/25/20,29
Northern Territory,Australia,5/26/20,29
Northern Territory,Australia,5/27/20,29
Northern Territory,Australia,5/28/20,29
Northern Territory,Australia,5/29/20,29
Northern Territory,Australia,5/30/20,29
Northern Territory,Australia,5/31/20,29
Northern Territory,Australia,6/1/20,29
Northern Territory,Australia,6/2/20,29
Northern Territory,Australia,6/3/20,29
Northern Territory,Australia,6/4/20,29
Northern Territory,Australia,6/5/20,29
Northern Territory,Australia,6/6/20,29
Northern Territory,Australia,6/7/20,29
Northern Territory,Australia,6/8/20,29
Northern Territory,Australia,6/9/20,29
Northern Territory,Australia,6/10/20,29
Northern Territory,Australia,6/11/20,29
Northern Territory,Australia,6/12/20,29
Northern Territory,Australia,6/13/20,29
Northern Territory,Australia,6/14/20,29
Northern Territory,Australia,6/15/20,29
Northern Territory,Australia,6/16/20,29
Northern Territory,Australia,6/17/20,29
Northern Territory,Australia,6/18/20,29
Northern Territory,Australia,6/19/20,29
Northern Territory,Australia,6/20/20,29
Northern Territory,Australia,6/21/20,29
Northern Territory,Australia,6/22/20,29
Northern Territory,Australia,6/23/20,29
Northern Territory,Australia,6/24/20,29
Northern Territory,Australia,6/25/20,29
Northern Territory,Australia,6/26/20,29
Northern Territory,Australia,6/27/20,29
Northern Territory,Australia,6/28/20,29
Northern Territory,Australia,6/29/20,29
Northern Territory,Australia,6/30/20,29
Northern Territory,Australia,7/1/20,30
Northern Territory,Australia,7/2/20,30
Northern Territory,Australia,7/3/20,30
Northern Territory,Australia,7/4/20,30
Northern Territory,Australia,7/5/20,30
Northern Territory,Australia,7/6/20,30
Northern Territory,Australia,7/7/20,30
Northern Territory,Australia,7/8/20,30
Northern Territory,Australia,7/9/20,31
Northern Territory,Australia,7/10/20,31
Northern Territory,Australia,7/11/20,31
Northern Territory,Australia,7/12/20,31
Northern Territory,Australia,7/13/20,31
Northern Territory,Australia,7/14/20,31
Northern Territory,Australia,7/15/20,31
Northern Territory,Australia,7/16/20,31
Queensland,Australia,1/22/20,0
Queensland,Australia,1/23/20,0
Queensland,Australia,1/24/20,0
Queensland,Australia,1/25/20,0
Queensland,Australia,1/26/20,0
Queensland,Australia,1/27/20,0
Queensland,Australia,1/28/20,0
Queensland,Australia,1/29/20,1
Queensland,Australia,1/30/20,3
Queensland,Australia,1/31/20,2
Queensland,Australia,2/1/20,3
Queensland,Australia,2/2/20,2
Queensland,Australia,2/3/20,2
Queensland,Australia,2/4/20,3
Queensland,Australia,2/5/20,3
Queensland,Australia,2/6/20,4
Queensland,Australia,2/7/20,5
Queensland,Australia,2/8/20,5
Queensland,Australia,2/9/20,5
Queensland,Australia,2/10/20,5
Queensland,Australia,2/11/20,5
Queensland,Australia,2/12/20,5
Queensland,Australia,2/13/20,5
Queensland,Australia,2/14/20,5
Queensland,Australia,2/15/20,5
Queensland,Australia,2/16/20,5
Queensland,Australia,2/17/20,5
Queensland,Australia,2/18/20,5
Queensland,Australia,2/19/20,5
Queensland,Australia,2/20/20,5
Queensland,Australia,2/21/20,5
Queensland,Australia,2/22/20,5
Queensland,Australia,2/23/20,5
Queensland,Australia,2/24/20,5
Queensland,Australia,2/25/20,5
Queensland,Australia,2/26/20,5
Queensland,Australia,2/27/20,5
Queensland,Australia,2/28/20,5
Queensland,Australia,2/29/20,9
Queensland,Australia,3/1/20,9
Queensland,Australia,3/2/20,9
Queensland,Australia,3/3/20,11
Queensland,Australia,3/4/20,11
Queensland,Australia,3/5/20,13
Queensland,Australia,3/6/20,13
Queensland,Australia,3/7/20,13
Queensland,Australia,3/8/20,15
Queensland,Australia,3/9/20,15
Queensland,Australia,3/10/20,18
Queensland,Australia,3/11/20,20
Queensland,Australia,3/12/20,20
Queensland,Australia,3/13/20,35
Queensland,Australia,3/14/20,46
Queensland,Australia,3/15/20,61
Queensland,Australia,3/16/20,68
Queensland,Australia,3/17/20,78
Queensland,Australia,3/18/20,94
Queensland,Australia,3/19/20,144
Queensland,Australia,3/20/20,184
Queensland,Australia,3/21/20,221
Queensland,Australia,3/22/20,259
Queensland,Australia,3/23/20,319
Queensland,Australia,3/24/20,397
Queensland,Australia,3/25/20,443
Queensland,Australia,3/26/20,493
Queensland,Australia,3/27/20,555
Queensland,Australia,3/28/20,625
Queensland,Australia,3/29/20,656
Queensland,Australia,3/30/20,689
Queensland,Australia,3/31/20,743
Queensland,Australia,4/1/20,781
Queensland,Australia,4/2/20,835
Queensland,Australia,4/3/20,873
Queensland,Australia,4/4/20,900
Queensland,Australia,4/5/20,907
Queensland,Australia,4/6/20,921
Queensland,Australia,4/7/20,934
Queensland,Australia,4/8/20,943
Queensland,Australia,4/9/20,953
Queensland,Australia,4/10/20,965
Queensland,Australia,4/11/20,974
Queensland,Australia,4/12/20,983
Queensland,Australia,4/13/20,987
Queensland,Australia,4/14/20,998
Queensland,Australia,4/15/20,999
Queensland,Australia,4/16/20,1001
Queensland,Australia,4/17/20,1007
Queensland,Australia,4/18/20,1015
Queensland,Australia,4/19/20,1019
Queensland,Australia,4/20/20,1019
Queensland,Australia,4/21/20,1024
Queensland,Australia,4/22/20,1024
Queensland,Australia,4/23/20,1026
Queensland,Australia,4/24/20,1026
Queensland,Australia,4/25/20,1026
Queensland,Australia,4/26/20,1030
Queensland,Australia,4/27/20,1033
Queensland,Australia,4/28/20,1034
Queensland,Australia,4/29/20,1033
Queensland,Australia,4/30/20,1033
Queensland,Australia,5/1/20,1034
Queensland,Australia,5/2/20,1035
Queensland,Australia,5/3/20,1038
Queensland,Australia,5/4/20,1043
Queensland,Australia,5/5/20,1043
Queensland,Australia,5/6/20,1045
Queensland,Australia,5/7/20,1045
Queensland,Australia,5/8/20,1045
Queensland,Australia,5/9/20,1045
Queensland,Australia,5/10/20,1045
Queensland,Australia,5/11/20,1051
Queensland,Australia,5/12/20,1052
Queensland,Australia,5/13/20,1051
Queensland,Australia,5/14/20,1054
Queensland,Australia,5/15/20,1055
Queensland,Australia,5/16/20,1055
Queensland,Australia,5/17/20,1057
Queensland,Australia,5/18/20,1057
Queensland,Australia,5/19/20,1058
Queensland,Australia,5/20/20,1058
Queensland,Australia,5/21/20,1058
Queensland,Australia,5/22/20,1060
Queensland,Australia,5/23/20,1061
Queensland,Australia,5/24/20,1056
Queensland,Australia,5/25/20,1057
Queensland,Australia,5/26/20,1058
Queensland,Australia,5/27/20,1058
Queensland,Australia,5/28/20,1058
Queensland,Australia,5/29/20,1058
Queensland,Australia,5/30/20,1058
Queensland,Australia,5/31/20,1058
Queensland,Australia,6/1/20,1059
Queensland,Australia,6/2/20,1059
Queensland,Australia,6/3/20,1060
Queensland,Australia,6/4/20,1060
Queensland,Australia,6/5/20,1061
Queensland,Australia,6/6/20,1061
Queensland,Australia,6/7/20,1062
Queensland,Australia,6/8/20,1062
Queensland,Australia,6/9/20,1062
Queensland,Australia,6/10/20,1063
Queensland,Australia,6/11/20,1064
Queensland,Australia,6/12/20,1065
Queensland,Australia,6/13/20,1065
Queensland,Australia,6/14/20,1065
Queensland,Australia,6/15/20,1065
Queensland,Australia,6/16/20,1066
Queensland,Australia,6/17/20,1066
Queensland,Australia,6/18/20,1066
Queensland,Australia,6/19/20,1066
Queensland,Australia,6/20/20,1066
Queensland,Australia,6/21/20,1066
Queensland,Australia,6/22/20,1066
Queensland,Australia,6/23/20,1066
Queensland,Australia,6/24/20,1066
Queensland,Australia,6/25/20,1067
Queensland,Australia,6/26/20,1067
Queensland,Australia,6/27/20,1067
Queensland,Australia,6/28/20,1067
Queensland,Australia,6/29/20,1067
Queensland,Australia,6/30/20,1067
Queensland,Australia,7/1/20,1067
Queensland,Australia,7/2/20,1067
Queensland,Australia,7/3/20,1067
Queensland,Australia,7/4/20,1067
Queensland,Australia,7/5/20,1067
Queensland,Australia,7/6/20,1068
Queensland,Australia,7/7/20,1068
Queensland,Australia,7/8/20,1068
Queensland,Australia,7/9/20,1068
Queensland,Australia,7/10/20,1070
Queensland,Australia,7/11/20,1070
Queensland,Australia,7/12/20,1071
Queensland,Australia,7/13/20,1071
Queensland,Australia,7/14/20,1071
Queensland,Australia,7/15/20,1071
Queensland,Australia,7/16/20,1071
South Australia,Australia,1/22/20,0
South Australia,Australia,1/23/20,0
South Australia,Australia,1/24/20,0
South Australia,Australia,1/25/20,0
South Australia,Australia,1/26/20,0
South Australia,Australia,1/27/20,0
South Australia,Australia,1/28/20,0
South Australia,Australia,1/29/20,0
South Australia,Australia,1/30/20,0
South Australia,Australia,1/31/20,0
South Australia,Australia,2/1/20,1
South Australia,Australia,2/2/20,2
South Australia,Australia,2/3/20,2
South Australia,Australia,2/4/20,2
South Australia,Australia,2/5/20,2
South Australia,Australia,2/6/20,2
South Australia,Australia,2/7/20,2
South Australia,Australia,2/8/20,2
South Australia,Australia,2/9/20,2
