state,country,date,deaths
Bermuda,United Kingdom,3/20/20,0
Bermuda,United Kingdom,3/21/20,0
Bermuda,United Kingdom,3/22/20,0
Bermuda,United Kingdom,3/23/20,0
Bermuda,United Kingdom,3/24/20,0
Bermuda,United Kingdom,3/25/20,0
Bermuda,United Kingdom,3/26/20,0
Bermuda,United Kingdom,3/27/20,0
Bermuda,United Kingdom,3/28/20,0
Bermuda,United Kingdom,3/29/20,0
Bermuda,United Kingdom,3/30/20,0
Bermuda,United Kingdom,3/31/20,0
Bermuda,United Kingdom,4/1/20,0
Bermuda,United Kingdom,4/2/20,0
Bermuda,United Kingdom,4/3/20,0
Bermuda,United Kingdom,4/4/20,0
Bermuda,United Kingdom,4/5/20,0
Bermuda,United Kingdom,4/6/20,2
Bermuda,United Kingdom,4/7/20,2
Bermuda,United Kingdom,4/8/20,3
Bermuda,United Kingdom,4/9/20,4
Bermuda,United Kingdom,4/10/20,4
Bermuda,United Kingdom,4/11/20,4
Bermuda,United Kingdom,4/12/20,4
Bermuda,United Kingdom,4/13/20,5
Bermuda,United Kingdom,4/14/20,5
Bermuda,United Kingdom,4/15/20,5
Bermuda,United Kingdom,4/16/20,5
Bermuda,United Kingdom,4/17/20,5
Bermuda,United Kingdom,4/18/20,5
Bermuda,United Kingdom,4/19/20,5
Bermuda,United Kingdom,4/20/20,5
Bermuda,United Kingdom,4/21/20,5
Bermuda,United Kingdom,4/22/20,5
Bermuda,United Kingdom,4/23/20,5
Bermuda,United Kingdom,4/24/20,5
Bermuda,United Kingdom,4/25/20,5
Bermuda,United Kingdom,4/26/20,5
Bermuda,United Kingdom,4/27/20,6
Bermuda,United Kingdom,4/28/20,6
Bermuda,United Kingdom,4/29/20,6
Bermuda,United Kingdom,4/30/20,6
Bermuda,United Kingdom,5/1/20,6
Bermuda,United Kingdom,5/2/20,7
Bermuda,United Kingdom,5/3/20,7
Bermuda,United Kingdom,5/4/20,7
Bermuda,United Kingdom,5/5/20,7
Bermuda,United Kingdom,5/6/20,7
Bermuda,United Kingdom,5/7/20,7
Bermuda,United Kingdom,5/8/20,7
Bermuda,United Kingdom,5/9/20,7
Bermuda,United Kingdom,5/10/20,7
Bermuda,United Kingdom,5/11/20,8
Bermuda,United Kingdom,5/12/20,8
Bermuda,United Kingdom,5/13/20,8
Bermuda,United Kingdom,5/14/20,9
Bermuda,United Kingdom,5/15/20,9
Bermuda,United Kingdom,5/16/20,9
Bermuda,United Kingdom,5/17/20,9
Bermuda,United Kingdom,5/18/20,9
Bermuda,United Kingdom,5/19/20,9
Bermuda,United Kingdom,5/20/20,9
Bermuda,United Kingdom,5/21/20,9
Bermuda,United Kingdom,5/22/20,9
Bermuda,United Kingdom,5/23/20,9
Bermuda,United Kingdom,5/24/20,9
Bermuda,United Kingdom,5/25/20,9
Bermuda,United Kingdom,5/26/20,9
Bermuda,United Kingdom,5/27/20,9
Bermuda,United Kingdom,5/28/20,9
Bermuda,United Kingdom,5/29/20,9
Bermuda,United Kingdom,5/30/20,9
Bermuda,United Kingdom,5/31/20,9
Bermuda,United Kingdom,6/1/20,9
Bermuda,United Kingdom,6/2/20,9
Bermuda,United Kingdom,6/3/20,9
Bermuda,United Kingdom,6/4/20,9
Bermuda,United Kingdom,6/5/20,9
Bermuda,United Kingdom,6/6/20,9
Bermuda,United Kingdom,6/7/20,9
Bermuda,United Kingdom,6/8/20,9
Bermuda,United Kingdom,6/9/20,9
Bermuda,United Kingdom,6/10/20,9
Bermuda,United Kingdom,6/11/20,9
Bermuda,United Kingdom,6/12/20,9
Bermuda,United Kingdom,6/13/20,9
Bermuda,United Kingdom,6/14/20,9
Bermuda,United Kingdom,6/15/20,9
Bermuda,United Kingdom,6/16/20,9
Bermuda,United Kingdom,6/17/20,9
Bermuda,United Kingdom,6/18/20,9
Bermuda,United Kingdom,6/19/20,9
Bermuda,United Kingdom,6/20/20,9
Bermuda,United Kingdom,6/21/20,9
Bermuda,United Kingdom,6/22/20,9
Bermuda,United Kingdom,6/23/20,9
Bermuda,United Kingdom,6/24/20,9
Bermuda,United Kingdom,6/25/20,9
Bermuda,United Kingdom,6/26/20,9
Bermuda,United Kingdom,6/27/20,9
Bermuda,United Kingdom,6/28/20,9
Bermuda,United Kingdom,6/29/20,9
Bermuda,United Kingdom,6/30/20,9
Bermuda,United Kingdom,7/1/20,9
Bermuda,United Kingdom,7/2/20,9
Bermuda,United Kingdom,7/3/20,9
Bermuda,United Kingdom,7/4/20,9
Bermuda,United Kingdom,7/5/20,9
Bermuda,United Kingdom,7/6/20,9
Bermuda,United Kingdom,7/7/20,9
Bermuda,United Kingdom,7/8/20,9
Bermuda,United Kingdom,7/9/20,9
Bermuda,United Kingdom,7/10/20,9
Bermuda,United Kingdom,7/11/20,9
Bermuda,United Kingdom,7/12/20,9
Bermuda,United Kingdom,7/13/20,9
Bermuda,United Kingdom,7/14/20,9
Bermuda,United Kingdom,7/15/20,9
Bermuda,United Kingdom,7/16/20,9
Cayman Islands,United Kingdom,1/22/20,0
Cayman Islands,United Kingdom,1/23/20,0
Cayman Islands,United Kingdom,1/24/20,0
Cayman Islands,United Kingdom,1/25/20,0
Cayman Islands,United Kingdom,1/26/20,0
Cayman Islands,United Kingdom,1/27/20,0
Cayman Islands,United Kingdom,1/28/20,0
Cayman Islands,United Kingdom,1/29/20,0
Cayman Islands,United Kingdom,1/30/20,0
Cayman Islands,United Kingdom,1/31/20,0
Cayman Islands,United Kingdom,2/1/20,0
Cayman Islands,United Kingdom,2/2/20,0
Cayman Islands,United Kingdom,2/3/20,0
Cayman Islands,United Kingdom,2/4/20,0
Cayman Islands,United Kingdom,2/5/20,0
Cayman Islands,United Kingdom,2/6/20,0
Cayman Islands,United Kingdom,2/7/20,0
Cayman Islands,United Kingdom,2/8/20,0
Cayman Islands,United Kingdom,2/9/20,0
Cayman Islands,United Kingdom,2/10/20,0
Cayman Islands,United Kingdom,2/11/20,0
Cayman Islands,United Kingdom,2/12/20,0
Cayman Islands,United Kingdom,2/13/20,0
Cayman Islands,United Kingdom,2/14/20,0
Cayman Islands,United Kingdom,2/15/20,0
Cayman Islands,United Kingdom,2/16/20,0
Cayman Islands,United Kingdom,2/17/20,0
Cayman Islands,United Kingdom,2/18/20,0
Cayman Islands,United Kingdom,2/19/20,0
Cayman Islands,United Kingdom,2/20/20,0
Cayman Islands,United Kingdom,2/21/20,0
Cayman Islands,United Kingdom,2/22/20,0
Cayman Islands,United Kingdom,2/23/20,0
Cayman Islands,United Kingdom,2/24/20,0
Cayman Islands,United Kingdom,2/25/20,0
Cayman Islands,United Kingdom,2/26/20,0
Cayman Islands,United Kingdom,2/27/20,0
Cayman Islands,United Kingdom,2/28/20,0
Cayman Islands,United Kingdom,2/29/20,0
Cayman Islands,United Kingdom,3/1/20,0
Cayman Islands,United Kingdom,3/2/20,0
Cayman Islands,United Kingdom,3/3/20,0
Cayman Islands,United Kingdom,3/4/20,0
Cayman Islands,United Kingdom,3/5/20,0
Cayman Islands,United Kingdom,3/6/20,0
Cayman Islands,United Kingdom,3/7/20,0
Cayman Islands,United Kingdom,3/8/20,0
Cayman Islands,United Kingdom,3/9/20,0
Cayman Islands,United Kingdom,3/10/20,0
Cayman Islands,United Kingdom,3/11/20,0
Cayman Islands,United Kingdom,3/12/20,0
Cayman Islands,United Kingdom,3/13/20,0
Cayman Islands,United Kingdom,3/14/20,0
Cayman Islands,United Kingdom,3/15/20,0
Cayman Islands,United Kingdom,3/16/20,1
Cayman Islands,United Kingdom,3/17/20,1
Cayman Islands,United Kingdom,3/18/20,1
Cayman Islands,United Kingdom,3/19/20,1
Cayman Islands,United Kingdom,3/20/20,1
Cayman Islands,United Kingdom,3/21/20,1
Cayman Islands,United Kingdom,3/22/20,1
Cayman Islands,United Kingdom,3/23/20,1
Cayman Islands,United Kingdom,3/24/20,1
Cayman Islands,United Kingdom,3/25/20,1
Cayman Islands,United Kingdom,3/26/20,1
Cayman Islands,United Kingdom,3/27/20,1
Cayman Islands,United Kingdom,3/28/20,1
Cayman Islands,United Kingdom,3/29/20,1
Cayman Islands,United Kingdom,3/30/20,1
Cayman Islands,United Kingdom,3/31/20,1
Cayman Islands,United Kingdom,4/1/20,1
Cayman Islands,United Kingdom,4/2/20,1
Cayman Islands,United Kingdom,4/3/20,1
Cayman Islands,United Kingdom,4/4/20,1
Cayman Islands,United Kingdom,4/5/20,1
Cayman Islands,United Kingdom,4/6/20,1
Cayman Islands,United Kingdom,4/7/20,1
Cayman Islands,United Kingdom,4/8/20,1
Cayman Islands,United Kingdom,4/9/20,1
Cayman Islands,United Kingdom,4/10/20,1
Cayman Islands,United Kingdom,4/11/20,1
Cayman Islands,United Kingdom,4/12/20,1
Cayman Islands,United Kingdom,4/13/20,1
Cayman Islands,United Kingdom,4/14/20,1
Cayman Islands,United Kingdom,4/15/20,1
Cayman Islands,United Kingdom,4/16/20,1
Cayman Islands,United Kingdom,4/17/20,1
Cayman Islands,United Kingdom,4/18/20,1
Cayman Islands,United Kingdom,4/19/20,1
Cayman Islands,United Kingdom,4/20/20,1
Cayman Islands,United Kingdom,4/21/20,1
Cayman Islands,United Kingdom,4/22/20,1
Cayman Islands,United Kingdom,4/23/20,1
Cayman Islands,United Kingdom,4/24/20,1
Cayman Islands,United Kingdom,4/25/20,1
Cayman Islands,United Kingdom,4/26/20,1
Cayman Islands,United Kingdom,4/27/20,1
Cayman Islands,United Kingdom,4/28/20,1
Cayman Islands,United Kingdom,4/29/20,1
Cayman Islands,United Kingdom,4/30/20,1
Cayman Islands,United Kingdom,5/1/20,1
Cayman Islands,United Kingdom,5/2/20,1
Cayman Islands,United Kingdom,5/3/20,1
Cayman Islands,United Kingdom,5/4/20,1
Cayman Islands,United Kingdom,5/5/20,1
Cayman Islands,United Kingdom,5/6/20,1
Cayman Islands,United Kingdom,5/7/20,1
Cayman Islands,United Kingdom,5/8/20,1
Cayman Islands,United Kingdom,5/9/20,1
Cayman Islands,United Kingdom,5/10/20,1
Cayman Islands,United Kingdom,5/11/20,1
Cayman Islands,United Kingdom,5/12/20,1
Cayman Islands,United Kingdom,5/13/20,1
Cayman Islands,United Kingdom,5/14/20,1
Cayman Islands,United Kingdom,5/15/20,1
Cayman Islands,United Kingdom,5/16/20,1
Cayman Islands,United Kingdom,5/17/20,1
Cayman Islands,United Kingdom,5/18/20,1
Cayman Islands,United Kingdom,5/19/20,1
Cayman Islands,United Kingdom,5/20/20,1
Cayman Islands,United Kingdom,5/21/20,1
Cayman Islands,United Kingdom,5/22/20,1
Cayman Islands,United Kingdom,5/23/20,1
Cayman Islands,United Kingdom,5/24/20,1
Cayman Islands,United Kingdom,5/25/20,1
Cayman Islands,United Kingdom,5/26/20,1
Cayman Islands,United Kingdom,5/27/20,1
Cayman Islands,United Kingdom,5/28/20,1
Cayman Islands,United Kingdom,5/29/20,1
Cayman Islands,United Kingdom,5/30/20,1
Cayman Islands,United Kingdom,5/31/20,1
Cayman Islands,United Kingdom,6/1/20,1
Cayman Islands,United Kingdom,6/2/20,1
Cayman Islands,United Kingdom,6/3/20,1
Cayman Islands,United Kingdom,6/4/20,1
Cayman Islands,United Kingdom,6/5/20,1
Cayman Islands,United Kingdom,6/6/20,1
Cayman Islands,United Kingdom,6/7/20,1
Cayman Islands,United Kingdom,6/8/20,1
Cayman Islands,United Kingdom,6/9/20,1
Cayman Islands,United Kingdom,6/10/20,1
Cayman Islands,United Kingdom,6/11/20,1
Cayman Islands,United Kingdom,6/12/20,1
Cayman Islands,United Kingdom,6/13/20,1
Cayman Islands,United Kingdom,6/14/20,1
Cayman Islands,United Kingdom,6/15/20,1
Cayman Islands,United Kingdom,6/16/20,1
Cayman Islands,United Kingdom,6/17/20,1
Cayman Islands,United Kingdom,6/18/20,1
Cayman Islands,United Kingdom,6/19/20,1
Cayman Islands,United Kingdom,6/20/20,1
Cayman Islands,United Kingdom,6/21/20,1
Cayman Islands,United Kingdom,6/22/20,1
Cayman Islands,United Kingdom,6/23/20,1
Cayman Islands,United Kingdom,6/24/20,1
Cayman Islands,United Kingdom,6/25/20,1
Cayman Islands,United Kingdom,6/26/20,1
Cayman Islands,United Kingdom,6/27/20,1
Cayman Islands,United Kingdom,6/28/20,1
Cayman Islands,United Kingdom,6/29/20,1
Cayman Islands,United Kingdom,6/30/20,1
Cayman Islands,United Kingdom,7/1/20,1
Cayman Islands,United Kingdom,7/2/20,1
Cayman Islands,United Kingdom,7/3/20,1
Cayman Islands,United Kingdom,7/4/20,1
Cayman Islands,United Kingdom,7/5/20,1
Cayman Islands,United Kingdom,7/6/20,1
Cayman Islands,United Kingdom,7/7/20,1
Cayman Islands,United Kingdom,7/8/20,1
Cayman Islands,United Kingdom,7/9/20,1
Cayman Islands,United Kingdom,7/10/20,1
Cayman Islands,United Kingdom,7/11/20,1
Cayman Islands,United Kingdom,7/12/20,1
Cayman Islands,United Kingdom,7/13/20,1
Cayman Islands,United Kingdom,7/14/20,1
Cayman Islands,United Kingdom,7/15/20,1
Cayman Islands,United Kingdom,7/16/20,1
Channel Islands,United Kingdom,1/22/20,0
Channel Islands,United Kingdom,1/23/20,0
Channel Islands,United Kingdom,1/24/20,0
Channel Islands,United Kingdom,1/25/20,0
Channel Islands,United Kingdom,1/26/20,0
Channel Islands,United Kingdom,1/27/20,0
Channel Islands,United Kingdom,1/28/20,0
Channel Islands,United Kingdom,1/29/20,0
Channel Islands,United Kingdom,1/30/20,0
Channel Islands,United Kingdom,1/31/20,0
Channel Islands,United Kingdom,2/1/20,0
Channel Islands,United Kingdom,2/2/20,0
Channel Islands,United Kingdom,2/3/20,0
Channel Islands,United Kingdom,2/4/20,0
Channel Islands,United Kingdom,2/5/20,0
Channel Islands,United Kingdom,2/6/20,0
Channel Islands,United Kingdom,2/7/20,0
Channel Islands,United Kingdom,2/8/20,0
Channel Islands,United Kingdom,2/9/20,0
Channel Islands,United Kingdom,2/10/20,0
Channel Islands,United Kingdom,2/11/20,0
Channel Islands,United Kingdom,2/12/20,0
Channel Islands,United Kingdom,2/13/20,0
Channel Islands,United Kingdom,2/14/20,0
Channel Islands,United Kingdom,2/15/20,0
Channel Islands,United Kingdom,2/16/20,0
Channel Islands,United Kingdom,2/17/20,0
Channel Islands,United Kingdom,2/18/20,0
Channel Islands,United Kingdom,2/19/20,0
Channel Islands,United Kingdom,2/20/20,0
Channel Islands,United Kingdom,2/21/20,0
Channel Islands,United Kingdom,2/22/20,0
Channel Islands,United Kingdom,2/23/20,0
Channel Islands,United Kingdom,2/24/20,0
Channel Islands,United Kingdom,2/25/20,0
Channel Islands,United Kingdom,2/26/20,0
Channel Islands,United Kingdom,2/27/20,0
Channel Islands,United Kingdom,2/28/20,0
Channel Islands,United Kingdom,2/29/20,0
Channel Islands,United Kingdom,3/1/20,0
Channel Islands,United Kingdom,3/2/20,0
Channel Islands,United Kingdom,3/3/20,0
Channel Islands,United Kingdom,3/4/20,0
Channel Islands,United Kingdom,3/5/20,0
Channel Islands,United Kingdom,3/6/20,0
Channel Islands,United Kingdom,3/7/20,0
Channel Islands,United Kingdom,3/8/20,0
Channel Islands,United Kingdom,3/9/20,0
Channel Islands,United Kingdom,3/10/20,0
Channel Islands,United Kingdom,3/11/20,0
Channel Islands,United Kingdom,3/12/20,0
Channel Islands,United Kingdom,3/13/20,0
Channel Islands,United Kingdom,3/14/20,0
Channel Islands,United Kingdom,3/15/20,0
Channel Islands,United Kingdom,3/16/20,0
Channel Islands,United Kingdom,3/17/20,0
Channel Islands,United Kingdom,3/18/20,0
Channel Islands,United Kingdom,3/19/20,0
Channel Islands,United Kingdom,3/20/20,0
Channel Islands,United Kingdom,3/21/20,0
Channel Islands,United Kingdom,3/22/20,0
Channel Islands,United Kingdom,3/23/20,0
Channel Islands,United Kingdom,3/24/20,0
Channel Islands,United Kingdom,3/25/20,0
Channel Islands,United Kingdom,3/26/20,1
Channel Islands,United Kingdom,3/27/20,1
Channel Islands,United Kingdom,3/28/20,1
Channel Islands,United Kingdom,3/29/20,2
Channel Islands,United Kingdom,3/30/20,2
Channel Islands,United Kingdom,3/31/20,3
Channel Islands,United Kingdom,4/1/20,3
Channel Islands,United Kingdom,4/2/20,3
Channel Islands,United Kingdom,4/3/20,4
Channel Islands,United Kingdom,4/4/20,5
Channel Islands,United Kingdom,4/5/20,6
Channel Islands,United Kingdom,4/6/20,7
Channel Islands,United Kingdom,4/7/20,7
Channel Islands,United Kingdom,4/8/20,8
Channel Islands,United Kingdom,4/9/20,8
Channel Islands,United Kingdom,4/10/20,9
Channel Islands,United Kingdom,4/11/20,9
Channel Islands,United Kingdom,4/12/20,9
Channel Islands,United Kingdom,4/13/20,9
Channel Islands,United Kingdom,4/14/20,13
Channel Islands,United Kingdom,4/15/20,15
Channel Islands,United Kingdom,4/16/20,19
Channel Islands,United Kingdom,4/17/20,20
Channel Islands,United Kingdom,4/18/20,21
Channel Islands,United Kingdom,4/19/20,21
Channel Islands,United Kingdom,4/20/20,24
Channel Islands,United Kingdom,4/21/20,24
Channel Islands,United Kingdom,4/22/20,28
Channel Islands,United Kingdom,4/23/20,29
Channel Islands,United Kingdom,4/24/20,34
Channel Islands,United Kingdom,4/25/20,35
Channel Islands,United Kingdom,4/26/20,35
Channel Islands,United Kingdom,4/27/20,35
Channel Islands,United Kingdom,4/28/20,36
Channel Islands,United Kingdom,4/29/20,38
Channel Islands,United Kingdom,4/30/20,40
Channel Islands,United Kingdom,5/1/20,41
Channel Islands,United Kingdom,5/2/20,41
Channel Islands,United Kingdom,5/3/20,41
Channel Islands,United Kingdom,5/4/20,41
Channel Islands,United Kingdom,5/5/20,40
Channel Islands,United Kingdom,5/6/20,40
Channel Islands,United Kingdom,5/7/20,40
Channel Islands,United Kingdom,5/8/20,41
Channel Islands,United Kingdom,5/9/20,41
Channel Islands,United Kingdom,5/10/20,41
Channel Islands,United Kingdom,5/11/20,41
Channel Islands,United Kingdom,5/12/20,42
Channel Islands,United Kingdom,5/13/20,43
Channel Islands,United Kingdom,5/14/20,43
Channel Islands,United Kingdom,5/15/20,43
Channel Islands,United Kingdom,5/16/20,43
Channel Islands,United Kingdom,5/17/20,43
Channel Islands,United Kingdom,5/18/20,43
Channel Islands,United Kingdom,5/19/20,44
Channel Islands,United Kingdom,5/20/20,45
Channel Islands,United Kingdom,5/21/20,45
Channel Islands,United Kingdom,5/22/20,45
Channel Islands,United Kingdom,5/23/20,45
Channel Islands,United Kingdom,5/24/20,45
Channel Islands,United Kingdom,5/25/20,45
Channel Islands,United Kingdom,5/26/20,45
Channel Islands,United Kingdom,5/27/20,45
Channel Islands,United Kingdom,5/28/20,45
Channel Islands,United Kingdom,5/29/20,45
Channel Islands,United Kingdom,5/30/20,45
Channel Islands,United Kingdom,5/31/20,45
Channel Islands,United Kingdom,6/1/20,45
Channel Islands,United Kingdom,6/2/20,46
Channel Islands,United Kingdom,6/3/20,46
Channel Islands,United Kingdom,6/4/20,46
Channel Islands,United Kingdom,6/5/20,46
Channel Islands,United Kingdom,6/6/20,46
Channel Islands,United Kingdom,6/7/20,46
Channel Islands,United Kingdom,6/8/20,46
Channel Islands,United Kingdom,6/9/20,48
Channel Islands,United Kingdom,6/10/20,48
Channel Islands,United Kingdom,6/11/20,48
Channel Islands,United Kingdom,6/12/20,48
Channel Islands,United Kingdom,6/13/20,48
Channel Islands,United Kingdom,6/14/20,48
Channel Islands,United Kingdom,6/15/20,48
Channel Islands,United Kingdom,6/16/20,48
Channel Islands,United Kingdom,6/17/20,48
Channel Islands,United Kingdom,6/18/20,48
Channel Islands,United Kingdom,6/19/20,48
Channel Islands,United Kingdom,6/20/20,48
Channel Islands,United Kingdom,6/21/20,48
Channel Islands,United Kingdom,6/22/20,47
Channel Islands,United Kingdom,6/23/20,47
Channel Islands,United Kingdom,6/24/20,47
Channel Islands,United Kingdom,6/25/20,47
Channel Islands,United Kingdom,6/26/20,47
Channel Islands,United Kingdom,6/27/20,47
Channel Islands,United Kingdom,6/28/20,47
Channel Islands,United Kingdom,6/29/20,47
Channel Islands,United Kingdom,6/30/20,47
Channel Islands,United Kingdom,7/1/20,47
Channel Islands,United Kingdom,7/2/20,47
Channel Islands,United Kingdom,7/3/20,47
Channel Islands,United Kingdom,7/4/20,47
Channel Islands,United Kingdom,7/5/20,47
Channel Islands,United Kingdom,7/6/20,47
Channel Islands,United Kingdom,7/7/20,47
Channel Islands,United Kingdom,7/8/20,47
Channel Islands,United Kingdom,7/9/20,47
Channel Islands,United Kingdom,7/10/20,47
Channel Islands,United Kingdom,7/11/20,47
Channel Islands,United Kingdom,7/12/20,47
Channel Islands,United Kingdom,7/13/20,47
Channel Islands,United Kingdom,7/14/20,47
Channel Islands,United Kingdom,7/15/20,47
Channel Islands,United Kingdom,7/16/20,47
Gibraltar,United Kingdom,1/22/20,0
Gibraltar,United Kingdom,1/23/20,0
Gibraltar,United Kingdom,1/24/20,0
Gibraltar,United Kingdom,1/25/20,0
Gibraltar,United Kingdom,1/26/20,0
Gibraltar,United Kingdom,1/27/20,0
Gibraltar,United Kingdom,1/28/20,0
Gibraltar,United Kingdom,1/29/20,0
Gibraltar,United Kingdom,1/30/20,0
Gibraltar,United Kingdom,1/31/20,0
Gibraltar,United Kingdom,2/1/20,0
Gibraltar,United Kingdom,2/2/20,0
Gibraltar,United Kingdom,2/3/20,0
Gibraltar,United Kingdom,2/4/20,0
Gibraltar,United Kingdom,2/5/20,0
Gibraltar,United Kingdom,2/6/20,0
Gibraltar,United Kingdom,2/7/20,0
Gibraltar,United Kingdom,2/8/20,0
Gibraltar,United Kingdom,2/9/20,0
Gibraltar,United Kingdom,2/10/20,0
Gibraltar,United Kingdom,2/11/20,0
Gibraltar,United Kingdom,2/12/20,0
Gibraltar,United Kingdom,2/13/20,0
Gibraltar,United Kingdom,2/14/20,0
Gibraltar,United Kingdom,2/15/20,0
Gibraltar,United Kingdom,2/16/20,0
Gibraltar,United Kingdom,2/17/20,0
Gibraltar,United Kingdom,2/18/20,0
Gibraltar,United Kingdom,2/19/20,0
Gibraltar,United Kingdom,2/20/20,0
Gibraltar,United Kingdom,2/21/20,0
Gibraltar,United Kingdom,2/22/20,0
Gibraltar,United Kingdom,2/23/20,0
Gibraltar,United Kingdom,2/24/20,0
Gibraltar,United Kingdom,2/25/20,0
Gibraltar,United Kingdom,2/26/20,0
Gibraltar,United Kingdom,2/27/20,0
Gibraltar,United Kingdom,2/28/20,0
Gibraltar,United Kingdom,2/29/20,0
Gibraltar,United Kingdom,3/1/20,0
Gibraltar,United Kingdom,3/2/20,0
Gibraltar,United Kingdom,3/3/20,0
Gibraltar,United Kingdom,3/4/20,0
Gibraltar,United Kingdom,3/5/20,0
Gibraltar,United Kingdom,3/6/20,0
Gibraltar,United Kingdom,3/7/20,0
Gibraltar,United Kingdom,3/8/20,0
Gibraltar,United Kingdom,3/9/20,0
Gibraltar,United Kingdom,3/10/20,0
Gibraltar,United Kingdom,3/11/20,0
Gibraltar,United Kingdom,3/12/20,0
Gibraltar,United Kingdom,3/13/20,0
Gibraltar,United Kingdom,3/14/20,0
Gibraltar,United Kingdom,3/15/20,0
Gibraltar,United Kingdom,3/16/20,0
Gibraltar,United Kingdom,3/17/20,0
Gibraltar,United Kingdom,3/18/20,0
Gibraltar,United Kingdom,3/19/20,0
Gibraltar,United Kingdom,3/20/20,0
Gibraltar,United Kingdom,3/21/20,0
Gibraltar,United Kingdom,3/22/20,0
Gibraltar,United Kingdom,3/23/20,0
Gibraltar,United Kingdom,3/24/20,0
Gibraltar,United Kingdom,3/25/20,0
Gibraltar,United Kingdom,3/26/20,0
Gibraltar,United Kingdom,3/27/20,0
Gibraltar,United Kingdom,3/28/20,0
Gibraltar,United Kingdom,3/29/20,0
Gibraltar,United Kingdom,3/30/20,0
Gibraltar,United Kingdom,3/31/20,0
Gibraltar,United Kingdom,4/1/20,0
Gibraltar,United Kingdom,4/2/20,0
Gibraltar,United Kingdom,4/3/20,0
Gibraltar,United Kingdom,4/4/20,0
Gibraltar,United Kingdom,4/5/20,0
Gibraltar,United Kingdom,4/6/20,0
Gibraltar,United Kingdom,4/7/20,0
Gibraltar,United Kingdom,4/8/20,0
Gibraltar,United Kingdom,4/9/20,0
Gibraltar,United Kingdom,4/10/20,0
Gibraltar,United Kingdom,4/11/20,0
Gibraltar,United Kingdom,4/12/20,0
Gibraltar,United Kingdom,4/13/20,0
Gibraltar,United Kingdom,4/14/20,0
Gibraltar,United Kingdom,4/15/20,0
Gibraltar,United Kingdom,4/16/20,0
Gibraltar,United Kingdom,4/17/20,0
Gibraltar,United Kingdom,4/18/20,0
Gibraltar,United Kingdom,4/19/20,0
Gibraltar,United Kingdom,4/20/20,0
Gibraltar,United Kingdom,4/21/20,0
Gibraltar,United Kingdom,4/22/20,0
Gibraltar,United Kingdom,4/23/20,0
Gibraltar,United Kingdom,4/24/20,0
Gibraltar,United Kingdom,4/25/20,0
Gibraltar,United Kingdom,4/26/20,0
Gibraltar,United Kingdom,4/27/20,0
Gibraltar,United Kingdom,4/28/20,0
Gibraltar,United Kingdom,4/29/20,0
Gibraltar,United Kingdom,4/30/20,0
Gibraltar,United Kingdom,5/1/20,0
Gibraltar,United Kingdom,5/2/20,0
Gibraltar,United Kingdom,5/3/20,0
Gibraltar,United Kingdom,5/4/20,0
Gibraltar,United Kingdom,5/5/20,0
Gibraltar,United Kingdom,5/6/20,0
Gibraltar,United Kingdom,5/7/20,0
Gibraltar,United Kingdom,5/8/20,0
Gibraltar,United Kingdom,5/9/20,0
Gibraltar,United Kingdom,5/10/20,0
Gibraltar,United Kingdom,5/11/20,0
Gibraltar,United Kingdom,5/12/20,0
Gibraltar,United Kingdom,5/13/20,0
Gibraltar,United Kingdom,5/14/20,0
Gibraltar,United Kingdom,5/15/20,0
Gibraltar,United Kingdom,5/16/20,0
Gibraltar,United Kingdom,5/17/20,0
Gibraltar,United Kingdom,5/18/20,0
Gibraltar,United Kingdom,5/19/20,0
Gibraltar,United Kingdom,5/20/20,0
Gibraltar,United Kingdom,5/21/20,0
Gibraltar,United Kingdom,5/22/20,0
Gibraltar,United Kingdom,5/23/20,0
Gibraltar,United Kingdom,5/24/20,0
Gibraltar,United Kingdom,5/25/20,0
Gibraltar,United Kingdom,5/26/20,0
Gibraltar,United Kingdom,5/27/20,0
Gibraltar,United Kingdom,5/28/20,0
Gibraltar,United Kingdom,5/29/20,0
Gibraltar,United Kingdom,5/30/20,0
Gibraltar,United Kingdom,5/31/20,0
Gibraltar,United Kingdom,6/1/20,0
Gibraltar,United Kingdom,6/2/20,0
Gibraltar,United Kingdom,6/3/20,0
Gibraltar,United Kingdom,6/4/20,0
Gibraltar,United Kingdom,6/5/20,0
Gibraltar,United Kingdom,6/6/20,0
Gibraltar,United Kingdom,6/7/20,0
Gibraltar,United Kingdom,6/8/20,0
Gibraltar,United Kingdom,6/9/20,0
Gibraltar,United Kingdom,6/10/20,0
Gibraltar,United Kingdom,6/11/20,0
Gibraltar,United Kingdom,6/12/20,0
Gibraltar,United Kingdom,6/13/20,0
Gibraltar,United Kingdom,6/14/20,0
Gibraltar,United Kingdom,6/15/20,0
Gibraltar,United Kingdom,6/16/20,0
Gibraltar,United Kingdom,6/17/20,0
Gibraltar,United Kingdom,6/18/20,0
Gibraltar,United Kingdom,6/19/20,0
Gibraltar,United Kingdom,6/20/20,0
Gibraltar,United Kingdom,6/21/20,0
Gibraltar,United Kingdom,6/22/20,0
Gibraltar,United Kingdom,6/23/20,0
Gibraltar,United Kingdom,6/24/20,0
Gibraltar,United Kingdom,6/25/20,0
Gibraltar,United Kingdom,6/26/20,0
Gibraltar,United Kingdom,6/27/20,0
Gibraltar,United Kingdom,6/28/20,0
Gibraltar,United Kingdom,6/29/20,0
